,0
"Kajal T. Claypool, Elke A. Rundensteiner, Xin Zhang, Su Hong, Harumi Kuno, Wang-chien Lee, Gail Mitchell",805
Mapping extended entity relationship model to object modeling technique,806
A framework for expressing and combining preferences,807
Software as a service: ASP and ASP aggregation,808
"Michael J. Carey, Donald Kossmann",809
Announcement-the temporal query language TSQL2 final language definition,810
Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,811
Warren Sterling,812
DMS: A Parallel Data Mining Server,813
"Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik",814
DataBlitz: A High Performance Main-Memory Storage Manager,815
"Christos Faloutsos, King-Ip Lin",816
"H. V. Jagadish, Nick Koudas, S. Muthukrishnan",817
"Tam Nguyen, V. Srinivasan",818
"Alejandro Guti&#233;rrez, Philippe Pucheral, Hermann Steffen, Jean-Marc Th&#233;venin",819
Temporal FDs on complex objects,820
"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",821
"Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",822
"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",823
"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",824
"Rajeev Rastogi, Kyuseok Shim",825
Peter Fankhauser,826
The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,827
"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",828
Change-Centric Management of Versions in an XML Warehouse,829
Efendi: federated database system of Cadlab,830
"Vibhuti S. Sengar, Jayant R. Haritsa",831
Wrapping web data into XML,832
NSF workshop on industrial/academic cooperation in database systems,833
Introduction,834
On computing correlated aggregates over continual data streams,835
On the Discovery of Interesting Patterns in Association Rules,836
"Michael J. Carey, David J. DeWitt",837
"Wee Teck Ng, Peter M. Chen",838
"Norio Katayama, Shin'ichi Satoh",839
Query evaluation in deductive databases with alternating fixpoint semantics,840
"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",841
SEMCOG: an object-based image retrieval system and its visual query interface,842
Efficient transparent application recovery in client-server information systems,843
"Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",844
Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,845
The nimble integration engine,846
"Kaippallimalil J. Jacob, Dennis Shasha",847
"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",848
AlphaSort: a RISC machine sort,849
DBGlobe: a service-oriented P2P system for global computing,850
A Web odyssey: from codd to XML,851
Doug Stacey,852
Kenneth Moore,853
"J. K. Lawder, P. J. H. King",854
Mark Sullivan,855
Research activities in database management and information retrieval at University of Illinois at Chicago,856
"TPC-D-the challenges, issues and results",857
Estimating compilation time of a query optimizer,858
DeeDS towards a distributed and active real-time database system,859
"Jonathan E. Cook, Artur W. Klauser, Alexander L. Wolf, Benjamin G. Zorn",860
Adaptive parallel aggregation algorithms,861
Emancipating instances from the tyranny of classes in information modeling,862
French government activity in the conservation of data and electronic documents,863
"Jo&#227;o Pereira, Fran&#231;oise Fabret, Fran&#231;ois Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",864
Efficient Incremental Garbage Collection for Client-Server Object Database Systems,865
Using semantic values to facilitate interoperability among heterogeneous information systems,866
Tribeca: A Stream Database Manager for Network Traffic Analysis,867
Expressing business rules,868
"V&#233;ronique Benzaken, Anne Doucet",869
Theory of answering queries using views,870
MQseries and CICS link for Lotus Notes,871
"Luc Bouganim, Daniela Florescu, Patrick Valduriez",872
Lineage tracing for general data warehouse transformations,873
Spatial join selectivity using power laws,874
"Andrew Eisenberg, Jim Melton",875
"Marc Andries, Luca Cabibbo, Jan Paredaens, Jan van den Bussche",876
Scalablity and Availability in Oracle7 7.3,877
Indexing of now-relative spatio-bitemporal data,878
"Surajit Chaudhuri, Kyuseok Shim",879
"Object-oriented, rapid application development in a PC database environment",880
Clustering validity checking methods: part II,881
"Jun Chen, Xin Zhang, Songting Chen, Andreas Koeller, Elke A. Rundensteiner",882
Tigukat: a uniform behavioral objectbase management system,883
Flexible and scalable digital library search,884
Edwin R. Lassettre,885
The MultiView project: object-oriented view technology and applications,886
"Felix Naumann, Ulf Leser, Johann Christoph Freytag",887
Fractal prefetching B+-Trees: optimizing both cache and disk performance,888
An Internet-based negotiation server for e-commerce,889
"Martin S. Olivier, Sebastiaan H. von Solms",890
Hot mirroring: a method of hiding parity update penalty and degradation during rebuilds for RAID5,891
Efficient evaluation of queries in a mediator for WebSources,892
"Like Gao, X. Sean Wang",893
A study on data point search for HG-trees,894
Continuously adaptive continuous queries over streams,895
"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",896
"Kaushik Chakrabarti, Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",897
"A. A. Diwan, Sanjeeva Rane, S. Seshadri, S. Sudarshan",898
"Laks V. S. Lakshmanan, Carson Kai-Sang Leung, Raymond T. Ng",899
"Nick Koudas, Divesh Srivastava",900
The handwritten trie: indexing electronic ink,901
IBM's DB2 Universal Database demonstrations at VLDB'98,902
Data quality and data cleaning: an overview,903
"Viswanath Poosala, Yannis E. Ioannidis",904
 Objectivity,905
A toolkit for negotiation support interfaces to multi-dimensional data,906
Main-memory index structures with fixed-size partial keys,907
Florida International University High Performance Database Research Center,908
"K. Sel&#231;uk Candan, Eric Lemar, V. S. Subrahmanian",909
"Fanny Wattez, Sophie Cluet, V&#233;ronique Benzaken, Guy Ferran, Christian Fiegel",910
Pierre-Paul Sondag,911
"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",912
"Vanja Josifovski, Tore Risch",913
On random sampling over joins,914
The ECRC multi database system,915
"P. Baumann, A. Dehmel, P. Furtado, R. Ritsch, N. Widmann",916
Joseph M. Hellerstein,917
"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",918
MOCHA: a self-extensible database middleware system for distributed data sources,919
Change detection in hierarchically structured information,920
Metadata in video databases,921
Query optimization for selections using bitmaps,922
"Jaewoo Kang, Jeffrey F. Naughton",923
Sampling-Based Estimation of the Number of Distinct Values of an Attribute,924
"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",925
Efficient materialization and use of views in data warehouses,926
The impact of object technology on commercial transaction processing,927
"Peter Bumbulis, Ivan T. Bowman",928
"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",929
The Design and Implementation of a Sequence Database System,930
"Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization",931
"Semi-automatic, self-adaptive control of garbage collection rates in object databases",932
"Rada Chirkova, Alon Y. Halevy, Dan Suciu",933
Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,934
Locating and accessing data repositories with WebSemantics,935
"Seth J. White, David J. DeWitt",936
"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",937
"Nikos Mamoulis, Dimitris Papadias",938
"Yun-Wu Huang, Ning Jing, Elke A. Rundensteiner",939
A New SQL-like Operator for Mining Association Rules,940
Characterization of database access pattern for analytic prediction of buffer hit probability,941
Using quantitative information for efficient association rule generation,942
Guest editorial,943
"Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",944
Greg Hope,945
"Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",946
"Sirish Chandrasekaran, Michael J. Franklin",947
DNA-miner: a system prototype for mining DNA sequences,948
Data mining-based intrusion detectors: an overview of the columbia IDS project,949
Report on ISDO '00: the CAiSE*00 workshop on infrastructures for dynamic business-to-business service outsourcing,950
"O. Shmueli, J. Widom",951
Value-cognizant Speculative Concurrency Control,952
Daytona and the foruth-generation language cymbal,953
"Riza Cenk Erdur, O&#287;uz Dikenelli",954
Answering Queries with Aggregation Using Views,955
Towards an ODMG-Compliant Visual Object Query Language,956
"Vipul Kashyap, Amit Sheth",957
"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",958
"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",959
Database Architecture Optimized for the New Bottleneck: Memory Access,960
"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",961
Improving Performance in Replicated Databases through Relaxed Coherency,962
Metadata for mixed-media access,963
W3QS: A Query System for the World-Wide Web,964
"Alberto O. Mendelzon, Alejandro A. Vaisman",965
Finding Intensional Knowledge of Distance-Based Outliers,966
"Ubiquitous, self-tuning, scalable servers",967
"Paolo Ciaccia, Marco Patella, Pavel Zezula",968
Jef Wijsen,969
"Chung-Sheng Li, Lawrence D. Bergman, Yuan-Chi Chang, Vittorio Castelli, John R. Smith",970
Information Management for Genome Level Bioinformatics,971
"Michael Franklin, Stan Zdonik",972
"Sunita Sarawagi, Gayatri Sathe",973
Mining e-mail content for author identification forensics,974
"Chris Olston, Boon Thau Loo, Jennifer Widom",975
Quality-driven Integration of Heterogenous Information Systems,976
Jean-Luc Hainaut,977
Efficient and effective metasearch for text databases incorporating linkages among documents,978
NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,979
"Mark Lefler, Mark Stokrp, Craig Wong",980
"B. Liskov, A. Adya, M. Castro, S. Ghemawat, R. Gruber, U. Maheshwari, A. C. Myers, M. Day, L. Shrira",981
"Panos Vassiliadis, Timos Sellis",982
Wireless client/server computing for personal information services and applications,983
"Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",984
TAM: a system for dynamic transactional activity management,985
EOS: an extensible object store,986
RP*: A Family of Order Preserving Scalable Distributed Data Structures,987
Special issue on spatial database systems,988
"Daniela Florescu, Alon Levy, Alberto Mendelzon",989
Telcordia's Database Reconciliation and Data Quality Analysis Tool,990
"Zhaohui Xie, Jiawei Han",991
1995,992
Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,993
The third manifesto,994
Paul Brown,995
"Chris Olston, Jennifer Widom",996
Philip A. Bernstein,997
Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,998
"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",999
"Surajit Chaudhuri, Prasanna Ganesan, Sunita Sarawagi",1000
Ralf Hartmut G&#252;ting,1001
"Ralf Hartmut G&#252;ting, Markus Schneider",1002
John L. Schnase,1003
"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",1004
Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop,1005
Controlling Data Warehouses with Knowledge Networks,1006
"C. Collet, T. Coupaye",1007
"Luc Bouganim, Tatiana Chan-Sine-Ying, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Georges Gardarin, Fei Sha",1008
"Hal Berenson, Phil Bernstein, Jim Gray, Jim Melton, Elizabeth O'Neil, Patrick O'Neil",1009
Cost estimation of user-defined methods in object-relational database systems,1010
"Markos Zaharioudakis, Michael J. Carey, Michael J. Franklin",1011
"Evaggelia Pitoura, Bharat Bhargava",1012
"Ning An, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut T. Kandemir, Mary Jane Irwin, Sudhanva Gurumurthi",1013
Supervised Wrapper Generation with Lixto,1014
Low-Cost Compensation-Based Query Processing,1015
The ins and outs (and everything in between) of data warehousing,1016
"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",1017
Mining Insurance Data at Swiss Life,1018
"Ling Liu, Wei Han, David Buttler, Calton Pu, Wei Tang",1019
"Dong Keun Shin, Arnold Charles Meltzer",1020
Using Versions in Update Transactions: Application to Integrity Checking,1021
Research in database engineering at the University of Namur,1022
Asera: Extranet Architecture for B2B Solutions,1023
Inferring Function Semantics to Optimize Queries,1024
Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,1025
"Rakesh Agrawal, Edward L. Wimmers",1026
Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,1027
"Maur&#236;cio R. Mediano, Marco A. Casanova, Marcelo Dreux",1028
"Wilburt Labio, Hector Garcia-Molina",1029
"Eugene Agichtein, Luis Gravano",1030
"Aristides Gionis, Piotr Indyk, Rajeev Motwani",1031
"E. A. Rundensteiner, H. A. Kuno, Y.-G. Ra, V. Crestana-Taube, M. C. Jones, P. J. Marron",1032
"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",1033
Virtual database technology,1034
Handling very large databases with informix extended parallel server,1035
Janet Perna,1036
"Umesh Maheshwari, Barbara Liskov",1037
Efficient Filtering of XML Documents for Selective Dissemination of Information,1038
Groupwise Processing of Relational Queries,1039
"Christoph Kilger, Guido Moerkotte",1040
"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",1041
Dennis Shasha,1042
DBSim: a simulation tool for predicting database performance,1043
"Michael J. Franklin, Michael J. Carey, Miron Livny",1044
"Maurizio Panti, Luca Spalazzi, Alberto Giretti",1045
The SDSS skyserver: public access to the sloan digital sky server data,1046
"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",1047
From structured documents to novel query facilities,1048
SQL and management of external data,1049
"Michael Gillmann, Jeanine Weissenfels, German Shegalov, Wolfgang Wonner, Gerhard Weikum",1050
ACM Multimedia '94 conference workshop on multimedia database management systems,1051
"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",1052
"You-Chin Fuh, Stefan De&#223;loch, Weidong Chen, Nelson Mendon&#231;a Mattos, Brian T. Tran, Bruce G. Lindsay, Linda DeMichel, Serge Rielau, Danko Mannhaupt",1053
Too much middleware,1054
Answering queries using views: A survey,1055
"Malcolm Atkinson, Ronald Morrison",1056
"Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu",1057
UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,1058
"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance",1059
Elisa Bertino,1060
"Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",1061
"Deok-Hwan Kim, Chin-Wan Chung",1062
CORPORATE Fox Development Team Microsoft,1063
"Minos N. Garofalakis, Phillip B. Gibbon",1064
"Peter Spyns, Robert Meersman, Mustafa Jarrar",1065
New standard for stored procedures in SQL,1066
Integration approaches for CIM,1067
Integrating association rule mining with relational database systems: alternatives and implications,1068
"Set Containment Joins: The Good, The Bad and The Ugly",1069
"Nick Roussopoulos, Yannis Kotidis",1070
"Tolga Urhan, Michael J. Franklin",1071
"Soumen Chakrabarti, Shourya Roy, Mahesh V. Soundalgekar",1072
Updating XML,1073
"Lionel Brunie, Harald Kosch",1074
"Craig Silverstein, Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman",1075
Evaluating queries with generalized path expressions,1076
Concept based design of data warehouses: the DWQ demonstrators,1077
A conceptual architecture for semantic web enabled web services,1078
WinMagic: subquery elimination using window aggregation,1079
"Soumen Chakrabarti, Byron Dom, Rakesh Agrawal, Prabhakar Raghavan",1080
"Mario A. Nascimento, Claudia Bauzer Medeiros",1081
Describing semistructured data,1082
An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,1083
Aqua: A Fast Decision Support Systems Using Approximate Query Answers,1084
Emergent semantics and the multimedia semantic web,1085
"Bradley F. Burton, Victor W. Marek",1086
WebFilter: A High-throughput XML-based Publish and Subscribe System,1087
Distributing queries over low-power wireless sensor networks,1088
"Fabio Casati, Umesh Dayal, Ming-Chien Shan",1089
GHOST: Fine Granularity Buffering of Indexes,1090
Querying and mining data streams: you only get one look a tutorial,1091
Converting relational to object-oriented databases,1092
"Junghoo Cho, Hector Garcia-Molina",1093
"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",1094
Adaptive algorithms for set containment joins,1095
Outlier detection for high dimensional data,1096
"Jignesh M. Patel, David J. DeWitt",1097
Yannis E. Ioannidis,1098
"Krishnamurty Muralidhar, Rathindra Sarathy",1099
Online Feedback for Nested Aggregate Queries with Multi-Threading,1100
"Saul Schleimer, Daniel S. Wilkerson, Alex Aiken",1101
"Dennis Shasha, Philippe Bonnet",1102
"Benny Reich, Israel Ben-Shaul",1103
Umang Gupta,1104
"Roberta Cochrane, Hamid Pirahesh, Nelson Mendon&#231;a Mattos",1105
VERSANT replication: supporting fault-tolerant object databases,1106
ObjectGlobe: Ubiquitous query processing on the Internet,1107
"C&#233;sar Galindo-Legaria, Milind Joshi",1108
"Yufei Tao, Jimeng Sun, Dimitris Papadias",1109
"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",1110
A critique of ANSI SQL isolation levels,1111
Effective &; Efficient Document Ranking without using a Large Lexicon,1112
"Chungmin Melvin Chen, Nick Roussopoulos",1113
An array-based algorithm for simultaneous multidimensional aggregates,1114
"Integrating temporal, real-time, an active databases",1115
Peer-to-peer: harnessing the power of disruptive technologies,1116
"Kamalakar Karlapalem, Qing Li, Chung-Dak Shum",1117
"J. Claussen, A. Kemper, D. Kossmann, C. Wiesner",1118
DEVise: integrated querying and visual exploration of large datasets,1119
"Jim Gray, Pat Helland, Patrick O'Neil, Dennis Shasha",1120
Databases for networks,1121
"Awais Rashid, Peter Sawyer",1122
Comparing Hierarchical Data in External Memory,1123
"Kotagiri Ramamohanarao, James Harland",1124
Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,1125
"Yong-Jin Choi, Chin-Wan Chung",1126
"N. R. Jennings, T. J. Norman, P. Faratin",1127
An annotated bibliography on real-time database systems,1128
Historical queries along multiple lines of time evolution,1129
AlphaSort: a cache-sensitive parallel external sort,1130
On database theory and XML,1131
Fast algorithms for universal quantification in large databases,1132
WaveCluster: a wavelet-based clustering approach for spatial data in very large databases,1133
Query Processing Techniques for Multiversion Access Methods,1134
Turbo-charging vertical mining of large databases,1135
Design and Implementation of a Genetic-Based Algorithm for Data Mining,1136
Dynamic Memory Adjustment for External Mergesort,1137
"Object-relational database systems (tutorial): principles, products and challenges",1138
"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",1139
Querying multi-dimensional data indexed using the Hilbert space-filling curve,1140
"Nick Roussopoulos, Yannis Kotidis, Yannis Sismanis",1141
International Conference on Management of Data,1142
MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,1143
"Andrew Frank, Stephane Grumbach, Ralf Hartmut G&#252;ting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Pernici, Hans-J&#246;rg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",1144
"Narain H. Gehani, H. V. Jagadish, William D. Roome",1145
A Language for Manipulating Arrays,1146
Rapid bushy join-order optimization with Cartesian products,1147
Multidimensional Access Methods: Trees Have Grown Everywhere,1148
"Alfons Kemper, Christian Wiesner",1149
"Kristian Torp, Christian S. Jensen, Richard Thomas Snodgrass",1150
"Athman Bouguettaya, Boualem Benatallah, Lily Hendra, James Beard, Kevin Smith, Mourad Quzzani",1151
Experiments on Access to Digital Libraries: How can Images and Text be Used Together,1152
"Swarup Acharya, Viswanath Poosala, Sridhar Ramaswamy",1153
"Et tu, XML? The downfall of the relational empire (abstract)",1154
"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",1155
"Steven Berson, Leana Golubchik, Richard R. Muntz",1156
"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",1157
"Chun Zhang, Jeffrey Naughton, David DeWitt, Qiong Luo, Guy Lohman",1158
"Serge Abiteboul, Vincent Aguilera, S&#233;bastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Fr&#233;d&#233;ric Hubert, Jean-Claude Mamou, Am&#233;lie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",1159
Extracting schema from semistructured data,1160
Introduction to constraint databases,1161
Issues in Developing Very Large Data Warehouses,1162
"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",1163
InfoHarness: a system for search and retrieval of heterogeneous information,1164
A brief survey of web data extraction tools,1165
DataSplash,1166
XML Repository and Active Views Demonstration,1167
Informix-Online XPS: A Dynamically Scalable RDBMS for Open Parallel Platforms,1168
Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,1169
"Jim Melton, Andrew Eisenberg",1170
Donald R. Slutz,1171
"Louiqa Raschid, Jorge Lobo",1172
Fast subsequence matching in time-series databases,1173
WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,1174
Bruce E. Martin,1175
"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",1176
"J&#246;rg-Uwe Kietz, Ulrich Reimer, Martin Staudt",1177
Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,1178
Editorial,1179
"Chi-Wai Fung, Kamalakar Karlapalem, Qing Li",1180
Designing an ultra highly available DBMS (tutorial session),1181
Benchmarking queries over trees: learning the hard truth the hard way,1182
"Tong Zhou, Ling Liu, Calton Pu",1183
Dwarf: shrinking the PetaCube,1184
"M&#225;rcio Farias de Souza, Marcus Costa Sampaio",1185
"Shi Ming Huang, Irene Kwan, Chih He Li",1186
Oliver G&#252;nther,1187
Materialized view and index selection tool for Microsoft SQL server 2000,1188
"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",1189
"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",1190
Data Warehouse Configuration,1191
The OODB path-method generator (PMG) using access weights and precomputed access relevance,1192
Multi-dimensional resource scheduling for parallel queries,1193
Design and user testing of a multi-paradigm query interface to an object-oriented database,1194
Sequence query processing,1195
Towards an effective calculus for object query languages,1196
Algorithms for Querying by Spatial Structure,1197
"Bj&#246;rn Blohsfeld, Dieter Korus, Bernhard Seeger",1198
Reminiscences on influential papers,1199
"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",1200
The evolution of effective B-tree: page organization and techniques: a personal account,1201
MOSAICO-a system for conceptual modeling and rapid prototyping of object-oriented database application,1202
Distributed deviation detection in sensor networks,1203
"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",1204
CORPORATE Object Database Management Group,1205
Luciana Duranti,1206
QCluster: relevance feedback using adaptive clustering for content-based image retrieval,1207
State of the art in workflow management research and products,1208
"Eamonn Keogh, Kaushik Chakrabarti, Michael Pazzani, Sharad Mehrotra",1209
"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",1210
"Asaf Adii, David Botzer, Opher Etzion, Tali Yatzkar-Haham",1211
Christopher Ahlberg,1212
The database and information system research group at the University of ULM,1213
"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",1214
"Luis Gravano, Hector Garcia-Molina",1215
Bringing object-relational technology to the mainstream,1216
"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",1217
"Takahiko Shintani, Masaru Kitsuregawa",1218
Design and management of data warehouses report on the DMDW'99 workshop,1219
"Umeshwar Dayal, Meichun Hsu, Rivka Ladin",1220
"Esther Pacitti, Eric Simon",1221
"Aya Soffer, Hanan Samet",1222
"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",1223
"Domains, relations and religious wars",1224
"Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",1225
A graph-theoretic model for optimizing queries involving methods,1226
Electronic commerce: tutorial,1227
The XPS Approach to Loading and Unloading Terabyte Databases,1228
On Index Selection Schemes for Nested Object Hierarchies,1229
What is the Data Warehousing Problem? (Are Materialized Views the Answer?),1230
"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",1231
Bridging Heterogeneity: Research and Practice of Database Middleware Technology,1232
"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",1233
"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",1234
Anatomy of a native XML base management system,1235
"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",1236
"Surajit Chaudhuri, Rajeev Motwani, Vivek Narasayya",1237
Paul Cotton,1238
Optimization of dynamic query evaluation plans,1239
QuickStore: a high performance mapped object store,1240
"G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo",1241
"Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources",1242
HyperStorM-administering structured documents using object-oriented database technology,1243
Provision of market services for eCo compliant electronic marketplaces,1244
Ripple joins for online aggregation,1245
"Wen-Syan Li, Quoc Vu, Edward Chang, Divyakant Agrawal, Kyoji Hirata, Sougata Mukherjea, Yi-Leh Wu, Corey Bufi, Chen-Chuan Kevin Chang, Yoshinori Hara, Reiko Ito, Yutaka Kimura, Kezuyuki Shimazu, Yukiyoshi Saito",1246
"Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson",1247
Agora: Living with XML and Relational,1248
Structured document storage and refined declarative and navigational access mechanisms in HyperStorM,1249
Sensor: the atomic computing particle,1250
Philip Wadler,1251
The PointCast network (abstract),1252
Arjan Loeffen,1253
"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",1254
INSITE: A Tool for Interpreting Users? Interaction with a Web Space,1255
"M. Tamer &#214;zsu, Stavros Christodoulakis",1256
Database Management Systems and the Internet,1257
ADEPT: an agent-based approach to business process management,1258
"Toon Calders, Raymond T. Ng, Jef Wijsen",1259
Analysis of locking behavior in three real database systems,1260
"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",1261
"Alfons Kemper, Donald Kossmann, Florian Matthes",1262
"Mary Fern&#225;ndez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",1263
"Andrew Laursen, Jeffrey Olkin, Mark Porter",1264
Semantic integration of semistructured and structured data sources,1265
"Wilburt Labio, Jun Yang, Yingwei Cui, Hector Garcia-Molina, Jennifer Widom",1266
XCache: a semantic caching system for XML queries,1267
"Maria L. Barja, Norman W. Paton, Alvaro A. A. Fernandes, M. Howard Williams, Andrew Dinn",1268
"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe",1269
"Thanasis Hadzilacos, Nectaria Tryfona",1270
"Georges Gardarin, Fei Sha, Zhao-Hui Tang",1271
"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",1272
On completeness of historical relational query languages,1273
"Joseph M. Hellerstein, Jennifer Widom",1274
"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",1275
The Complexity of Transformation-Based Join Enumeration,1276
A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,1277
Rate-based query optimization for streaming information sources,1278
Factorizing complex predicates in queries to exploit indexes,1279
Inferring structure in semistructured data,1280
"Ada Wai-Chee Fu, David Wai-Lok Cheung",1281
Dirk D&#252;llmann,1282
"Phil Fernandez, Donovan Schneider",1283
"Roger Barga, David B. Lomet",1284
"Arjen P. de Vries, Mark G. L. M. van Doorn, Henk M. Blanken, Peter M. G. Apers",1285
"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",1286
"King Ip Lin, H. V. Jagadish, Christos Faloutsos",1287
Hugh Darwen,1288
Comprehension syntax,1289
Matthias Jarke,1290
Minimization of tree pattern queries,1291
