id,source,sched_dep_time,sched_arr_time,id,flight,act_dep_time,act_arr_time
317,travelocity,9:05 AM,11:53 AM,317,UA-37-EDI-EWR,,Dec 01 - Contact Airline
318,orbitz,9:05 AM,11:53 AM,318,UA-37-EDI-EWR,8:52 AM,12:09 PM
319,weather,9:05 AM,11:53 AM,319,UA-37-EDI-EWR,,
320,usatoday,9:05 AM,11:53 AM,320,UA-37-EDI-EWR,,
321,mytripandmore,9:05 AM,11:53 AM,321,UA-37-EDI-EWR,8:52 AM,12:09 PM
322,flightarrival,9:05 AM,11:53 AM,322,UA-37-EDI-EWR,,
323,ua,11:05 AM,4:57 PM,323,UA-3050-PHX-CLT,11:30 AM,5:05 PM
324,airtravelcenter,,,324,UA-3050-PHX-CLT,11:45 AM,5:00 PM
325,myrateplan,,,325,UA-3050-PHX-CLT,11:45 AM,5:00 PM
326,helloflight,,,326,UA-3050-PHX-CLT,11:45 AM,5:00 PM
327,flytecomm,,,327,UA-3050-PHX-CLT,11:45 AM,5:00 PM
328,flightaware,11:05 AM,4:37 PM,328,UA-3050-PHX-CLT,11:45 AM,4:57 PM
329,wunderground,11:05 AM,4:37 PM,329,UA-3050-PHX-CLT,11:45 AM,4:57 PM
330,flights,11:05 AM,4:57 PM,330,UA-3050-PHX-CLT,11:30 AM,5:05 PM
331,businesstravellogue,11:05 AM,4:57 PM,331,UA-3050-PHX-CLT,11:30 AM,5:05 PM
332,flylouisville,11:05 AM,4:57 PM,332,UA-3050-PHX-CLT,11:30 AM,5:05 PM
333,flightstats,11:05 AM,4:57 PM,333,UA-3050-PHX-CLT,11:30 AM,5:05 PM
334,quicktrip,11:05 AM,4:57 PM,334,UA-3050-PHX-CLT,11:30 AM,5:05 PM
335,world-flight-tracker,11:05 AM,4:57 PM,335,UA-3050-PHX-CLT,11:30 AM,5:05 PM
336,flightview,11:05 AM,4:57 PM,336,UA-3050-PHX-CLT,11:30 AM,5:05 PM
337,panynj,11:05 AM,4:57 PM,337,UA-3050-PHX-CLT,11:30 AM,5:05 PM
338,gofox,11:05 AM,4:57 PM,338,UA-3050-PHX-CLT,11:30 AM,5:05 PM
339,foxbusiness,11:05 AM,4:57 PM,339,UA-3050-PHX-CLT,11:30 AM,5:05 PM
340,allegiantair,11:05 AM,4:57 PM,340,UA-3050-PHX-CLT,11:30 AM,5:05 PM
341,boston,11:05 AM,4:57 PM,341,UA-3050-PHX-CLT,11:30 AM,5:05 PM
342,travelocity,11:05 AM,4:57 PM,342,UA-3050-PHX-CLT,,Dec 01 - Contact Airline
343,orbitz,11:05 AM,4:57 PM,343,UA-3050-PHX-CLT,11:30 AM,5:05 PM
344,weather,11:05 AM,4:57 PM,344,UA-3050-PHX-CLT,,
345,usatoday,11:05 AM,4:57 PM,345,UA-3050-PHX-CLT,,
346,mytripandmore,11:05 AM,4:57 PM,346,UA-3050-PHX-CLT,11:30 AM,5:05 PM
347,flightwise,11:05 AM,4:37 PM,347,UA-3050-PHX-CLT,11:45 AM,4:57 PM
348,ua,11:55 AM,6:17 PM,348,UA-3099-PHX-PHL,11:55 AM,5:38 PM
349,airtravelcenter,,,349,UA-3099-PHX-PHL,11:55 AM,5:34 PM
350,myrateplan,,,350,UA-3099-PHX-PHL,11:55 AM,5:34 PM
351,helloflight,,,351,UA-3099-PHX-PHL,11:55 AM,5:34 PM
352,flytecomm,,,352,UA-3099-PHX-PHL,11:55 AM,5:34 PM
353,flightaware,11:55 AM,6:07 PM,353,UA-3099-PHX-PHL,11:55 AM,5:34 PM
354,wunderground,11:55 AM,6:07 PM,354,UA-3099-PHX-PHL,11:55 AM,5:34 PM
355,flights,11:55 AM,6:17 PM,355,UA-3099-PHX-PHL,11:43 AM,5:38 PM
356,businesstravellogue,11:55 AM,6:17 PM,356,UA-3099-PHX-PHL,11:43 AM,5:38 PM
357,flylouisville,11:55 AM,6:17 PM,357,UA-3099-PHX-PHL,11:43 AM,5:38 PM
358,flightstats,11:55 AM,6:17 PM,358,UA-3099-PHX-PHL,11:43 AM,5:38 PM
359,quicktrip,11:55 AM,6:17 PM,359,UA-3099-PHX-PHL,11:43 AM,5:38 PM
360,world-flight-tracker,11:55 AM,6:17 PM,360,UA-3099-PHX-PHL,11:43 AM,5:38 PM
361,flightview,11:55 AM,6:17 PM,361,UA-3099-PHX-PHL,11:55 AM,6:17 PM
362,panynj,11:55 AM,6:17 PM,362,UA-3099-PHX-PHL,11:55 AM,6:17 PM
363,gofox,11:55 AM,6:17 PM,363,UA-3099-PHX-PHL,11:55 AM,6:17 PM
364,foxbusiness,11:55 AM,6:17 PM,364,UA-3099-PHX-PHL,11:55 AM,6:17 PM
365,allegiantair,11:55 AM,6:17 PM,365,UA-3099-PHX-PHL,11:55 AM,6:17 PM
366,boston,11:55 AM,6:17 PM,366,UA-3099-PHX-PHL,11:55 AM,5:35 PM
367,travelocity,11:55 AM,6:17 PM,367,UA-3099-PHX-PHL,,Dec 01 - Contact Airline
368,orbitz,11:55 AM,6:17 PM,368,UA-3099-PHX-PHL,11:43 AM,5:38 PM
369,weather,11:55 AM,6:17 PM,369,UA-3099-PHX-PHL,,
370,ifly,11:55 AM,6:17 PM,370,UA-3099-PHX-PHL,11:43 AM,5:38 PM
371,aa,11:25 AM,5:25 PM,371,AA-1544-SAN-ORD,11:40 AM,4:56 PM
372,flightexplorer,,,372,AA-1544-SAN-ORD,11:41 AM,4:54 PM
373,airtravelcenter,,,373,AA-1544-SAN-ORD,11:41 AM,4:54 PM
374,myrateplan,,,374,AA-1544-SAN-ORD,11:41 AM,4:54 PM
375,helloflight,,,375,AA-1544-SAN-ORD,11:41 AM,4:54 PM
376,flytecomm,,,376,AA-1544-SAN-ORD,11:41 AM,4:54 PM
377,flights,,,377,AA-1544-SAN-ORD,11:40 AM,4:56 PM
378,businesstravellogue,,,378,AA-1544-SAN-ORD,11:40 AM,4:56 PM
379,flylouisville,,,379,AA-1544-SAN-ORD,11:40 AM,4:56 PM
380,flightview,,,380,AA-1544-SAN-ORD,11:41 AM,4:56 PM
381,panynj,,,381,AA-1544-SAN-ORD,11:41 AM,4:56 PM
382,gofox,,,382,AA-1544-SAN-ORD,11:41 AM,4:56 PM
383,foxbusiness,,,383,AA-1544-SAN-ORD,11:41 AM,4:56 PM
384,allegiantair,,,384,AA-1544-SAN-ORD,11:41 AM,4:56 PM
385,boston,,,385,AA-1544-SAN-ORD,11:41 AM,4:52 PM
386,travelocity,11:25 AM,5:25 PM,386,AA-1544-SAN-ORD,11:20 AM,4:56 PM
387,orbitz,11:25 AM,5:25 PM,387,AA-1544-SAN-ORD,11:20 AM,4:56 PM
388,weather,11:25 AM,5:25 PM,388,AA-1544-SAN-ORD,,
389,ord,11:25 AM,5:25 PM,389,AA-1544-SAN-ORD,,
390,usatoday,11:25 AM,5:25 PM,390,AA-1544-SAN-ORD,,
391,mytripandmore,11:25 AM,5:25 PM,391,AA-1544-SAN-ORD,11:20 AM,4:56 PM
392,flightarrival,11:25 AM,5:25 PM,392,AA-1544-SAN-ORD,,
393,CO,11:40 AM,1:17 PM,393,CO-1023-IAH-DEN,11:56 AM,1:14 PM
394,flightexplorer,,,394,CO-1023-IAH-DEN,12:05 PM,1:06 PM
395,airtravelcenter,11:40 AM,1:17 PM,395,CO-1023-IAH-DEN,,
396,myrateplan,11:40 AM,1:17 PM,396,CO-1023-IAH-DEN,,
397,helloflight,11:40 AM,1:17 PM,397,CO-1023-IAH-DEN,,
398,flytecomm,11:40 AM,1:17 PM,398,CO-1023-IAH-DEN,,
399,flightaware,11:40 AM,12:51 PM,399,CO-1023-IAH-DEN,12:06 PM,1:07 PM
400,wunderground,11:40 AM,12:51 PM,400,CO-1023-IAH-DEN,12:06 PM,1:07 PM
401,flights,,,401,CO-1023-IAH-DEN,11:56 AM,1:14 PM
402,businesstravellogue,,,402,CO-1023-IAH-DEN,11:56 AM,1:14 PM
403,flylouisville,,,403,CO-1023-IAH-DEN,11:56 AM,1:14 PM
404,flightstats,11:40 AM,1:17 PM,404,CO-1023-IAH-DEN,11:56 AM,1:14 PM
405,quicktrip,11:40 AM,1:17 PM,405,CO-1023-IAH-DEN,11:56 AM,1:14 PM
406,flightview,,,406,CO-1023-IAH-DEN,12:06 PM,1:14 PM
407,panynj,,,407,CO-1023-IAH-DEN,12:06 PM,1:14 PM
408,gofox,,,408,CO-1023-IAH-DEN,12:06 PM,1:14 PM
409,foxbusiness,,,409,CO-1023-IAH-DEN,12:06 PM,1:14 PM
410,allegiantair,,,410,CO-1023-IAH-DEN,12:06 PM,1:14 PM
411,boston,,,411,CO-1023-IAH-DEN,12:06 PM,1:12 PM
412,orbitz,11:40 AM,1:17 PM,412,CO-1023-IAH-DEN,11:56 AM,1:14 PM
413,den,,1:17 PM,413,CO-1023-IAH-DEN,,
414,mytripandmore,11:40 AM,1:17 PM,414,CO-1023-IAH-DEN,11:56 AM,1:14 PM
415,ua,12:00 AM,1:45 PM,415,UA-2945-PHL-CLT,3:11 AM,1:15 PM
416,airtravelcenter,,,416,UA-2945-PHL-CLT,12:07 PM,1:11 PM
417,myrateplan,,,417,UA-2945-PHL-CLT,12:07 PM,1:11 PM
418,helloflight,,,418,UA-2945-PHL-CLT,12:07 PM,1:11 PM
419,flytecomm,,,419,UA-2945-PHL-CLT,12:07 PM,1:11 PM
420,flightaware,12:00 PM,1:35 PM,420,UA-2945-PHL-CLT,12:07 PM,1:08 PM
421,wunderground,12:00 PM,1:35 PM,421,UA-2945-PHL-CLT,12:07 PM,1:08 PM
422,flights,12:00 PM,1:45 PM,422,UA-2945-PHL-CLT,11:51 AM,1:15 PM
423,businesstravellogue,12:00 PM,1:45 PM,423,UA-2945-PHL-CLT,11:51 AM,1:15 PM
424,flylouisville,12:00 PM,1:45 PM,424,UA-2945-PHL-CLT,11:51 AM,1:15 PM
425,flightstats,12:00 PM,1:45 PM,425,UA-2945-PHL-CLT,11:51 AM,1:15 PM
426,quicktrip,12:00 PM,1:45 PM,426,UA-2945-PHL-CLT,11:51 AM,1:15 PM
427,world-flight-tracker,12:00 PM,1:45 PM,427,UA-2945-PHL-CLT,11:51 AM,1:15 PM
428,flightview,12:00 PM,1:45 PM,428,UA-2945-PHL-CLT,12:08 PM,1:14 PM
429,panynj,12:00 PM,1:45 PM,429,UA-2945-PHL-CLT,12:08 PM,1:14 PM
430,gofox,12:00 PM,1:45 PM,430,UA-2945-PHL-CLT,12:08 PM,1:14 PM
431,foxbusiness,12:00 PM,1:45 PM,431,UA-2945-PHL-CLT,12:08 PM,1:14 PM
432,allegiantair,12:00 PM,1:45 PM,432,UA-2945-PHL-CLT,12:08 PM,1:14 PM
433,boston,12:00 PM,1:45 PM,433,UA-2945-PHL-CLT,12:08 PM,1:14 PM
434,travelocity,12:00 PM,1:45 PM,434,UA-2945-PHL-CLT,,Dec 01 - Contact Airline
435,orbitz,12:00 PM,1:45 PM,435,UA-2945-PHL-CLT,11:51 AM,1:15 PM
436,weather,12:00 PM,1:45 PM,436,UA-2945-PHL-CLT,,
437,usatoday,12:00 PM,1:45 PM,437,UA-2945-PHL-CLT,12:08 PM,1:14 PM
438,mytripandmore,12:00 PM,1:45 PM,438,UA-2945-PHL-CLT,11:51 AM,1:15 PM
439,ua,"Thu, Dec 1 10:39 AM",11:19 AM,439,UA-5487-SFO-MRY,10:33 AM,11:21 AM
440,flightexplorer,,,440,UA-5487-SFO-MRY,10:53 AM,11:16 AM
441,airtravelcenter,,,441,UA-5487-SFO-MRY,10:53 AM,11:11 AM
442,myrateplan,,,442,UA-5487-SFO-MRY,10:53 AM,11:11 AM
443,helloflight,,,443,UA-5487-SFO-MRY,10:53 AM,11:11 AM
444,flytecomm,,,444,UA-5487-SFO-MRY,10:53 AM,11:11 AM
445,flights,,,445,UA-5487-SFO-MRY,10:33 AM,11:21 AM
446,businesstravellogue,,,446,UA-5487-SFO-MRY,10:33 AM,11:21 AM
447,flylouisville,,,447,UA-5487-SFO-MRY,10:33 AM,11:21 AM
448,flightview,,,448,UA-5487-SFO-MRY,10:53 AM,11:21 AM
449,panynj,,,449,UA-5487-SFO-MRY,10:53 AM,11:21 AM
450,gofox,,,450,UA-5487-SFO-MRY,10:53 AM,11:21 AM
451,foxbusiness,,,451,UA-5487-SFO-MRY,10:53 AM,11:21 AM
452,allegiantair,,,452,UA-5487-SFO-MRY,10:53 AM,11:21 AM
453,boston,,,453,UA-5487-SFO-MRY,10:53 AM,11:18 AM
454,orbitz,10:39 AM,11:19 AM,454,UA-5487-SFO-MRY,,
455,weather,10:39 AM,11:19 AM,455,UA-5487-SFO-MRY,,
456,mytripandmore,10:39 AM,11:19 AM,456,UA-5487-SFO-MRY,,
457,CO,12:30 AM,5:35 PM,457,CO-1614-LAX-IAH,12:41 PM,5:26 AM
458,flightexplorer,,,458,CO-1614-LAX-IAH,12:57 AM,5:25 AM
459,airtravelcenter,12:30 AM,5:35 PM,459,CO-1614-LAX-IAH,,
460,myrateplan,12:30 AM,5:35 PM,460,CO-1614-LAX-IAH,,
461,helloflight,12:30 AM,5:35 PM,461,CO-1614-LAX-IAH,,
462,flytecomm,12:30 AM,5:35 PM,462,CO-1614-LAX-IAH,,
463,flights,12:30 AM,,463,CO-1614-LAX-IAH,12:41 AM,5:26 AM
464,businesstravellogue,,,464,CO-1614-LAX-IAH,12:41 AM,5:26 AM
465,flylouisville,,,465,CO-1614-LAX-IAH,12:41 AM,5:26 AM
466,flightstats,12:30 AM,5:35 PM,466,CO-1614-LAX-IAH,12:41 AM,5:26 AM
467,quicktrip,12:30 AM,5:35 PM,467,CO-1614-LAX-IAH,12:41 AM,5:26 AM
468,flightview,,,468,CO-1614-LAX-IAH,12:58 AM,5:26 AM
469,panynj,,,469,CO-1614-LAX-IAH,12:58 AM,5:26 AM
470,gofox,,,470,CO-1614-LAX-IAH,12:58 AM,5:26 AM
471,foxbusiness,,,471,CO-1614-LAX-IAH,12:58 AM,5:26 AM
472,allegiantair,,,472,CO-1614-LAX-IAH,12:58 AM,5:26 AM
473,boston,,,473,CO-1614-LAX-IAH,12:58 AM,5:23 AM
474,orbitz,12:30 AM,5:35 PM,474,CO-1614-LAX-IAH,12:41 AM,5:26 AM
475,weather,12:30 AM,5:35 PM,475,CO-1614-LAX-IAH,,
476,ifly,12:30 AM,5:35 PM,476,CO-1614-LAX-IAH,12:41 AM,5:26 AM
477,mytripandmore,12:30 AM,5:35 PM,477,CO-1614-LAX-IAH,12:41 AM,5:26 AM
478,flightarrival,12:30 AM,5:35 PM,478,CO-1614-LAX-IAH,,
479,aa,1:00 PM,2:35 PM,479,AA-1279-DFW-PHX,2:04 PM,3:30 PM
480,flightexplorer,,,480,AA-1279-DFW-PHX,2:04 PM,3:13 PM
481,airtravelcenter,,,481,AA-1279-DFW-PHX,2:03 PM,3:13 PM
482,myrateplan,,,482,AA-1279-DFW-PHX,2:03 PM,3:13 PM
483,helloflight,,,483,AA-1279-DFW-PHX,2:03 PM,3:13 PM
484,flytecomm,,,484,AA-1279-DFW-PHX,2:03 PM,3:13 PM
485,flightaware,1:00 PM,2:14 PM,485,AA-1279-DFW-PHX,2:04 PM,3:13 PM
486,wunderground,1:00 PM,2:14 PM,486,AA-1279-DFW-PHX,2:04 PM,3:13 PM
487,flights,1:00 PM,2:35 PM,487,AA-1279-DFW-PHX,2:04 PM,3:20 PM
488,businesstravellogue,1:00 PM,2:35 PM,488,AA-1279-DFW-PHX,2:04 PM,3:20 PM
489,flylouisville,1:00 PM,2:35 PM,489,AA-1279-DFW-PHX,2:04 PM,3:20 PM
490,flightstats,1:00 PM,2:35 PM,490,AA-1279-DFW-PHX,2:04 PM,3:20 PM
491,quicktrip,1:00 PM,2:35 PM,491,AA-1279-DFW-PHX,2:04 PM,3:20 PM
492,world-flight-tracker,1:00 PM,2:35 PM,492,AA-1279-DFW-PHX,2:04 PM,3:20 PM
493,flightview,1:00 PM,2:35 PM,493,AA-1279-DFW-PHX,2:04 PM,3:19 PM
494,panynj,1:00 PM,2:35 PM,494,AA-1279-DFW-PHX,2:04 PM,3:19 PM
495,gofox,1:00 PM,2:35 PM,495,AA-1279-DFW-PHX,2:04 PM,3:19 PM
496,foxbusiness,1:00 PM,2:35 PM,496,AA-1279-DFW-PHX,2:04 PM,3:19 PM
497,allegiantair,1:00 PM,2:35 PM,497,AA-1279-DFW-PHX,2:04 PM,3:19 PM
498,boston,1:00 PM,2:35 PM,498,AA-1279-DFW-PHX,2:04 PM,3:19 PM
499,travelocity,1:00 PM,2:35 PM,499,AA-1279-DFW-PHX,1:48 PM,3:30 PM
500,orbitz,1:00 PM,2:35 PM,500,AA-1279-DFW-PHX,1:48 PM,3:30 PM
501,weather,1:00 PM,2:35 PM,501,AA-1279-DFW-PHX,2:04 PM,3:13 PM
502,dfw,1:00 PM,,502,AA-1279-DFW-PHX,,
503,flightarrival,1:00 PM,2:35 PM,503,AA-1279-DFW-PHX,2:04 PM,3:19 PM
504,aa,6:00 AM,9:20 AM,504,AA-466-IAH-MIA,6:08 AM,9:05 AM
505,flightexplorer,,,505,AA-466-IAH-MIA,6:09 AM,8:50 AM
506,airtravelcenter,,,506,AA-466-IAH-MIA,6:09 AM,8:50 AM
507,myrateplan,,,507,AA-466-IAH-MIA,6:09 AM,8:50 AM
508,helloflight,,,508,AA-466-IAH-MIA,6:09 AM,8:50 AM
509,flytecomm,,,509,AA-466-IAH-MIA,6:09 AM,8:50 AM
510,flightaware,6:00 AM,8:51 AM,510,AA-466-IAH-MIA,6:08 AM,8:50 AM
511,wunderground,6:00 AM,8:51 AM,511,AA-466-IAH-MIA,6:08 AM,8:50 AM
512,flights,6:00 AM,9:20 AM,512,AA-466-IAH-MIA,6:08 AM,9:05 AM
513,businesstravellogue,6:00 AM,9:20 AM,513,AA-466-IAH-MIA,6:08 AM,9:05 AM
514,flylouisville,6:00 AM,9:20 AM,514,AA-466-IAH-MIA,6:08 AM,9:05 AM
515,flightstats,6:00 AM,9:20 AM,515,AA-466-IAH-MIA,6:08 AM,9:05 AM
516,quicktrip,6:00 AM,9:20 AM,516,AA-466-IAH-MIA,6:08 AM,9:05 AM
517,world-flight-tracker,6:00 AM,9:20 AM,517,AA-466-IAH-MIA,6:08 AM,9:05 AM
518,flightview,6:00 AM,9:20 AM,518,AA-466-IAH-MIA,6:09 AM,9:05 AM
519,panynj,6:00 AM,9:20 AM,519,AA-466-IAH-MIA,6:09 AM,9:05 AM
520,gofox,6:00 AM,9:20 AM,520,AA-466-IAH-MIA,6:09 AM,9:05 AM
521,foxbusiness,6:00 AM,9:20 AM,521,AA-466-IAH-MIA,6:09 AM,9:05 AM
522,allegiantair,6:00 AM,9:20 AM,522,AA-466-IAH-MIA,6:09 AM,9:05 AM
523,boston,6:00 AM,9:20 AM,523,AA-466-IAH-MIA,6:09 AM,9:00 AM
524,travelocity,6:00 AM,9:20 AM,524,AA-466-IAH-MIA,5:58 AM,9:05 AM
525,orbitz,6:00 AM,9:20 AM,525,AA-466-IAH-MIA,5:58 AM,9:05 AM
526,weather,6:00 AM,9:20 AM,526,AA-466-IAH-MIA,6:09 AM,8:50 AM
527,mia,,9:20 AM,527,AA-466-IAH-MIA,,9:04 AM
528,usatoday,6:00 AM,9:20 AM,528,AA-466-IAH-MIA,6:09 AM,9:00 AM
529,mytripandmore,6:00 AM,9:20 AM,529,AA-466-IAH-MIA,5:58 AM,9:05 AM
530,flightarrival,6:00 AM,9:20 AM,530,AA-466-IAH-MIA,6:09 AM,9:00 AM
531,ua,3:50 PM,6:23 PM,531,UA-2906-PHL-MCO,4:28 PM,6:38 PM
532,airtravelcenter,,,532,UA-2906-PHL-MCO,4:44 PM,6:28 PM
533,myrateplan,,,533,UA-2906-PHL-MCO,4:44 PM,6:28 PM
534,helloflight,,,534,UA-2906-PHL-MCO,4:44 PM,6:28 PM
535,flytecomm,,,535,UA-2906-PHL-MCO,4:44 PM,6:28 PM
536,flightaware,3:50 PM,6:00 PM,536,UA-2906-PHL-MCO,4:45 PM,6:34 PM
537,wunderground,3:50 PM,6:00 PM,537,UA-2906-PHL-MCO,4:45 PM,6:34 PM
538,flights,3:50 PM,6:23 PM,538,UA-2906-PHL-MCO,4:28 PM,6:38 PM
539,businesstravellogue,3:50 PM,6:23 PM,539,UA-2906-PHL-MCO,4:28 PM,6:38 PM
540,flylouisville,3:50 PM,6:23 PM,540,UA-2906-PHL-MCO,4:28 PM,6:38 PM
541,flightstats,3:50 PM,6:23 PM,541,UA-2906-PHL-MCO,4:28 PM,6:38 PM
542,quicktrip,3:50 PM,6:23 PM,542,UA-2906-PHL-MCO,4:28 PM,6:38 PM
543,world-flight-tracker,3:50 PM,6:23 PM,543,UA-2906-PHL-MCO,4:28 PM,6:38 PM
544,flightview,3:50 PM,6:23 PM,544,UA-2906-PHL-MCO,4:46 PM,6:35 PM
545,panynj,3:50 PM,6:23 PM,545,UA-2906-PHL-MCO,4:46 PM,6:35 PM
546,gofox,3:50 PM,6:23 PM,546,UA-2906-PHL-MCO,4:46 PM,6:35 PM
547,foxbusiness,3:50 PM,6:23 PM,547,UA-2906-PHL-MCO,4:46 PM,6:35 PM
548,allegiantair,3:50 PM,6:23 PM,548,UA-2906-PHL-MCO,4:46 PM,6:35 PM
549,boston,3:50 PM,6:23 PM,549,UA-2906-PHL-MCO,4:46 PM,6:35 PM
550,travelocity,3:50 PM,6:23 PM,550,UA-2906-PHL-MCO,,Dec 01 - Contact Airline
551,orbitz,3:50 PM,6:23 PM,551,UA-2906-PHL-MCO,4:28 PM,6:38 PM
552,weather,3:50 PM,6:23 PM,552,UA-2906-PHL-MCO,,
553,ifly,3:50 PM,6:23 PM,553,UA-2906-PHL-MCO,4:28 PM,6:38 PM
554,flightarrival,3:50 PM,6:23 PM,554,UA-2906-PHL-MCO,4:46 PM,6:36 PM
555,ua,3:27 PM,5:05 PM,555,UA-2830-MCO-CLT,3:27 PM,5:17 PM
556,airtravelcenter,,,556,UA-2830-MCO-CLT,3:50 PM,5:14 PM
557,myrateplan,,,557,UA-2830-MCO-CLT,3:50 PM,5:14 PM
558,helloflight,,,558,UA-2830-MCO-CLT,3:50 PM,5:14 PM
559,flytecomm,,,559,UA-2830-MCO-CLT,3:50 PM,5:14 PM
560,flights,3:27 PM,5:05 PM,560,UA-2830-MCO-CLT,3:28 PM,5:17 PM
561,businesstravellogue,3:27 PM,5:05 PM,561,UA-2830-MCO-CLT,3:28 PM,5:17 PM
562,flylouisville,3:27 PM,5:05 PM,562,UA-2830-MCO-CLT,3:28 PM,5:17 PM
563,flightstats,3:27 PM,5:05 PM,563,UA-2830-MCO-CLT,3:28 PM,5:17 PM
564,quicktrip,3:27 PM,5:05 PM,564,UA-2830-MCO-CLT,3:28 PM,5:17 PM
565,world-flight-tracker,3:27 PM,5:05 PM,565,UA-2830-MCO-CLT,3:28 PM,5:17 PM
566,flightview,3:27 PM,5:05 PM,566,UA-2830-MCO-CLT,3:50 PM,5:17 PM
567,panynj,3:27 PM,5:05 PM,567,UA-2830-MCO-CLT,3:50 PM,5:17 PM
568,gofox,3:27 PM,5:05 PM,568,UA-2830-MCO-CLT,3:50 PM,5:17 PM
569,foxbusiness,3:27 PM,5:05 PM,569,UA-2830-MCO-CLT,3:50 PM,5:17 PM
570,allegiantair,3:27 PM,5:05 PM,570,UA-2830-MCO-CLT,3:50 PM,5:17 PM
571,boston,3:27 PM,5:05 PM,571,UA-2830-MCO-CLT,3:50 PM,5:17 PM
572,travelocity,3:27 PM,5:05 PM,572,UA-2830-MCO-CLT,,Dec 01 - Contact Airline
573,orbitz,3:27 PM,5:05 PM,573,UA-2830-MCO-CLT,3:28 PM,5:17 PM
574,weather,3:27 PM,5:05 PM,574,UA-2830-MCO-CLT,,
575,mytripandmore,3:27 PM,5:05 PM,575,UA-2830-MCO-CLT,,Dec 01 - Contact Airline
576,ua,7:05 AM,10:31 AM,576,UA-2515-DFW-CLT,7:05 AM,10:47 AM
577,airtravelcenter,,,577,UA-2515-DFW-CLT,7:30 AM,10:43 AM
578,myrateplan,,,578,UA-2515-DFW-CLT,7:30 AM,10:43 AM
579,helloflight,,,579,UA-2515-DFW-CLT,7:30 AM,10:43 AM
580,flytecomm,,,580,UA-2515-DFW-CLT,7:30 AM,10:43 AM
581,flights,,,581,UA-2515-DFW-CLT,7:07 AM,10:47 AM
582,businesstravellogue,,,582,UA-2515-DFW-CLT,7:07 AM,10:47 AM
583,flylouisville,,,583,UA-2515-DFW-CLT,7:07 AM,10:47 AM
584,flightstats,7:05 AM,10:31 AM,584,UA-2515-DFW-CLT,7:07 AM,10:47 AM
585,quicktrip,7:05 AM,10:31 AM,585,UA-2515-DFW-CLT,7:07 AM,10:47 AM
586,flightview,,,586,UA-2515-DFW-CLT,7:31 AM,10:45 AM
587,panynj,,,587,UA-2515-DFW-CLT,7:31 AM,10:45 AM
588,gofox,,,588,UA-2515-DFW-CLT,7:31 AM,10:45 AM
589,foxbusiness,,,589,UA-2515-DFW-CLT,7:31 AM,10:45 AM
590,allegiantair,,,590,UA-2515-DFW-CLT,7:31 AM,10:45 AM
591,boston,,,591,UA-2515-DFW-CLT,7:31 AM,10:45 AM
592,travelocity,7:05 AM,10:31 AM,592,UA-2515-DFW-CLT,Dec 01 - Contact Airline,Dec 01 - Contact Airline
593,orbitz,7:05 AM,10:31 AM,593,UA-2515-DFW-CLT,7:07 AM,10:47 AM
594,weather,7:05 AM,10:31 AM,594,UA-2515-DFW-CLT,,
595,mytripandmore,7:05 AM,10:31 AM,595,UA-2515-DFW-CLT,7:07 AM,10:47 AM
596,flightarrival,,,596,UA-2515-DFW-CLT,7:31 AM,10:45 AM
597,aa,1:05 PM,2:35 PM,597,AA-789-ORD-DEN,1:19 PM,3:13 PM
598,flightexplorer,,,598,AA-789-ORD-DEN,1:20 PM,2:49 PM
599,airtravelcenter,,,599,AA-789-ORD-DEN,1:20 PM,2:49 PM
600,myrateplan,,,600,AA-789-ORD-DEN,1:20 PM,2:49 PM
601,helloflight,,,601,AA-789-ORD-DEN,1:20 PM,2:49 PM
602,flytecomm,,,602,AA-789-ORD-DEN,1:20 PM,2:49 PM
603,flightaware,1:05 PM,2:17 PM,603,AA-789-ORD-DEN,1:19 PM,2:49 PM
604,wunderground,1:05 PM,2:17 PM,604,AA-789-ORD-DEN,1:19 PM,2:49 PM
605,flights,1:05 PM,2:35 PM,605,AA-789-ORD-DEN,1:19 PM,3:13 PM
606,businesstravellogue,1:05 PM,2:35 PM,606,AA-789-ORD-DEN,1:19 PM,3:13 PM
607,flylouisville,1:05 PM,2:35 PM,607,AA-789-ORD-DEN,1:19 PM,3:13 PM
608,flightstats,1:05 PM,2:35 PM,608,AA-789-ORD-DEN,1:19 PM,3:13 PM
609,quicktrip,1:05 PM,2:35 PM,609,AA-789-ORD-DEN,1:19 PM,3:13 PM
610,world-flight-tracker,1:05 PM,2:35 PM,610,AA-789-ORD-DEN,1:19 PM,3:13 PM
611,flightview,1:05 PM,2:35 PM,611,AA-789-ORD-DEN,1:20 PM,3:01 PM
612,panynj,1:05 PM,2:35 PM,612,AA-789-ORD-DEN,1:20 PM,3:01 PM
613,gofox,1:05 PM,2:35 PM,613,AA-789-ORD-DEN,1:20 PM,3:01 PM
614,foxbusiness,1:05 PM,2:35 PM,614,AA-789-ORD-DEN,1:20 PM,3:01 PM
615,allegiantair,1:05 PM,2:35 PM,615,AA-789-ORD-DEN,1:20 PM,3:01 PM
616,boston,1:05 PM,2:35 PM,616,AA-789-ORD-DEN,1:20 PM,3:01 PM
617,travelocity,1:05 PM,2:35 PM,617,AA-789-ORD-DEN,1:06 PM,3:13 PM
618,orbitz,1:05 PM,2:35 PM,618,AA-789-ORD-DEN,1:06 PM,3:13 PM
