Safe and Efficient Sharing of Persistent Objects in Thor,"Atul Adya, Liuba Shrira, Miguel Castro, Robert Gruber, Andrew C. Myers, Barbara Liskov, Umesh Maheshwari, Sanjay Ghemawat, Mark Day",SIGMOD Conference,1996
Optimizing Jan Jannink's Implementation of B+-tree Deletion,"H. Olivie, R. Maelbrancke",SIGMOD Record,1995
EOS: An Extensible Object Store,"Euthimios Panagos, Alexandros Biliris",SIGMOD Conference,1994
Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000
Progressive evaluation of nested aggregate queries,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan",VLDB J.,2000
A Taxonomy of Correctness Criteria in Database Applications,"Krithi Ramamritham, Panos K. Chrysanthis",VLDB J.,1996
Towards a Richer Web Object Model,Frank Manola,SIGMOD Record,1998
Integrating the UB-Tree into a Database System Kernel,"Robert Fenk, Rudolf Bayer, Volker Markl, Martin Zirkel, Frank Ramsak, Klaus Elhardt",VLDB,2000
The OODB Path-Method Generator (PMG) Using Access Weights and Precomputed Access Relevance,"James Geller, Ashish Mehta, Erich J. Neuhold, Yehoshua Perl",VLDB J.,1998
Recent Design Trade-offs in SQL3,"Nelson Mendonça Mattos, Linda G. DeMichiel",SIGMOD Record,1994
Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"Ashraf Aboulnaga, Jeffrey F. Naughton, Alaa R. Alameldeen",VLDB,2001
Closing the key loophole in MLS databases,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",SIGMOD Conference,2003
Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract),C. Mohan,SIGMOD Conference,2001
Logical Design for Temporal Databases with Multiple Granularities,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",ACM Trans. Database Syst.,1997
Why I Like Working in Academia,Richard T. Snodgrass,SIGMOD Record,2002
The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998
Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,VLDB,1996
"A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",SIGMOD Record,2001
Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000
Solving Satisfiability and Implication Problems in Database Systems,"Sha Guo, Mark Allen Weiss, Wei Sun",ACM Trans. Database Syst.,1996
Towards Self-Tuning Data Placement in Parallel Database Systems,"Mong-Li Lee, Beng Chin Ooi, Anirban Mondal, Kian-Lee Tan, Masaru Kitsuregawa",SIGMOD Record,2000
Extended Wavelets for Multiple Measures,"Antonios Deligiannakis, Nick Roussopoulos",SIGMOD Conference,2003
Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,Opher Etzion,SIGMOD Record,1999
On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",SIGMOD Record,1996
The Database Group at University of Hagen (FernUniversitaet),"Silke Mittrach, Gunter Schlageter, Thomas Berkel, Andreas Scherer, Eberhard Heuel, Wolfgang Wilkes",SIGMOD Record,1995
Performance of Data-Parallel Spatial Operations,"Hanan Samet, Erik G. Hoel",VLDB,1994
Caching Technologies for Web Applications,C. Mohan,VLDB,2001
Building Knowledge Base Management Systems,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos",VLDB J.,1996
Integrated Document Caching and Prefetching in Storage Hierarchies Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",VLDB J.,1998
"Fast, Randomized Join-Order Selection - Why Use Transformations?","Arjan Pellenkoft, César A. Galindo-Legaria, Martin L. Kersten",VLDB,1994
EMC Information Sharing: Direct Access to MVS Data from Unix and NT,Walt Kohler,SIGMOD Conference,1999
Views in a Large Scale XML Repository,"Dan Vodislav, Sophie Cluet, Pierangelo Veltri",VLDB,2001
State of the Art in Workflow Management Research and Products,C. Mohan,SIGMOD Record,1996
Theory of Answering Queries Using Views,Alon Y. Halevy,SIGMOD Record,2000
Application Architecture: 2Tier or 3Tier? What is DBMS's Role? (Panel Abstract),Anil Nori,SIGMOD Conference,2000
Distributing queries over low-power wireless sensor networks,"Samuel Madden, Joseph M. Hellerstein",SIGMOD Conference,2002
Distributed query evaluation on semistructured data,Dan Suciu,ACM Trans. Database Syst.,2002
Databases for GIS,"Claudia Bauzer Medeiros, Fatima Pires",SIGMOD Conference,1994
Design and Development of a Stream Service in a Heterogenous Client Environment,"Stavros Christodoulakis, Nikos Pappas",VLDB,2000
Flexible Relations - Operational Support of Variant Relational Structures,"Peter Dadam, Christian Kalus",VLDB,1-995
Mining Needle in a Haystack: Classifying Rare Classes via Two-phase Rule Induction,"Ramesh C. Agarwal, Mahesh V. Joshi",SIGMOD Conference,2001
Foreword: Management of Semistructured Data,Dan Suciu,SIGMOD Record,1997
A Generic Approach to Bulk Loading Multidimensional Index Structures,"Bernhard Seeger, Peter Widmayer, Jochen Van den Bercken",VLDB,1997
Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino",VLDB,1996
In Memory of Bob Kooi (1951-1993),Michael Stonebraker,SIGMOD Conference,1994
A Configrable Type Hierarchy Index for OODB,"Thomas A. Mück, Martin L. Polaschek",VLDB J.,1997
CapBasED-AMS: A Capability-based and Event-driven Activity Management System,"Kamalakar Karlapalem, Helen P. Yeung, Patrick C. K. Hung",SIGMOD Record,1996
DataSplash,"Vuk Ercegovac, Allison Woodruff, Michael Stonebraker, Mark Lin, Mybrid Spalding, Alexander Aiken, Chris Olston, Michael Chu",SIGMOD Conference,1998
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995
Informix Online XPS,Robert H. Gerber,SIGMOD Record,1995
Research Issues in Databases for ARCS: Active Rapidly Changing Data Systems,Anindya Datta,SIGMOD Record,1994
Materialization: A Powerful and Ubiquitous Abstraction Pattern,"Alain Pirotte, Esteban Zimányi, Tatiana Yakusheva, David Massart",VLDB,1994
Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"Helen M. Thomas, Krithi Ramamritham, Anindya Datta",VLDB,1999
Garlic: a new flavor of federated query processing for DB2,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin",SIGMOD Conference,2002
XSB as an Efficient Deductive Database Engine,"David Scott Warren, Konstantinos F. Sagonas, Terrance Swift",SIGMOD Conference,1994
Structural Matching and Discovery in Document Databases,"Jason Tsong-Li Wang, George Jyh-Shian Chang, Dennis Shasha, Girish Patel, Kaizhong Zhang, Liam Relihan",SIGMOD Record,1997
Formal semantics and analysis of object queries,Gavin M. Bierman,SIGMOD Record,2003
Quality of Service in Multimedia Digital Libraries,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Said Hacid",SIGMOD Conference,2001
Online Index Rebuild,"Hanuma Kodavalla, Nagavamsi Ponnekanti",SIGMOD Conference,2000
Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Christos Faloutsos, Alberto Belussi",VLDB,1995
Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",VLDB,1997
ICICLES: Self-Tuning Samples for Approximate Query Answering,"Venkatesh Ganti, Raghu Ramakrishnan, Mong-Li Lee",VLDB,2000
Capability Based Mediation in TSIMMIS,"Hector Garcia-Molina, Murty Valiveti, Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Vasilis Vassalos, Yannis Papakonstantinou",SIGMOD Record,1998
Progress on HPCC and NII,Marianne Winslett,SIGMOD Conference,1994
Continuous Queries over Data Streams,"Jennifer Widom, Shivnath Babu",SIGMOD Record,2001
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996
Incomplete Path Expressions and their Disambiguation,"Yannis E. Ioannidis, Yezdi Lashkari",SIGMOD Conference,1994
Enterprise Java Platform Data Access,"Seth J. White, R. G. G. Cattell, Sheldon J. Finkelstein",SIGMOD Record,1998
The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",SIGMOD Conference,1998
Optimizing Multi-Feature Queries for Image Databases,"Ulrich Güntzer, Werner Kießling, Wolf-Tilo Balke",VLDB,2000
A scalable hash ripple join algorithm,"Peter J. Haas, Jeffrey F. Naughton, Gang Luo, Curt Ellmann",SIGMOD Conference,2002
Peer-to-peer research at Stanford,"Mayank Bawa, Sergio Marti, Sepandar D. Kamvar, Brian Cooper, Mario T. Schlosser, Neil Daswani, Qi Sun, Hector Garcia-Molina, Arturo Crespo, Beverly Yang, Patrick Vinograd, Prasanna Ganesan",SIGMOD Record,2003
Exchanging Intensional XML Data,"Omar Benjelloun, Tova Milo, Serge Abiteboul, Frederic Dang Ngoc, Bernd Amann",SIGMOD Conference,2003
KODA - The Architecture And Interface of a Data Model Independent Kernel,"Gopalan Arun, Ashok Joshi",VLDB,1998
TIMBER: A native XML database,"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",VLDB J.,2002
Shoring Up Persistent Applications,"Mark L. McAuliffe, C. K. Tan, Marvin H. Solomon, Nancy E. Hall, Michael J. Zwilling, Michael J. Carey, Michael J. Franklin, Seth J. White, Jeffrey F. Naughton, David J. DeWitt, Odysseas G. Tsatalos, Daniel T. Schuh",SIGMOD Conference,1994
Evolving Teradata Decision Support for Massively Parallel Processing with UNIX,Carrie Ballinger,SIGMOD Conference,1994
New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Andrea Zisman, V. W. Setzer",VLDB,1994
TREX: DTD-Conforming XML to XML Transformations,"Xueqing Gong, Kun Yue, Aoying Zhou, Zhimao Guo, Jianchang Xiao, Wenfei Fan, Hongwei Wu, Qing Wang, Shihui Zheng",SIGMOD Record,2003
Architecture of Oracle Parallel Server,"D. Butler, Boris Klots, Roger Bamford, N. MacNaughton",VLDB,1998
Using Quantitative Information for Efficient Association Rule Generation,"Márcio de Carvalho, Rodolfo F. Resende, Bruno Pôssas, Wagner Meira Jr.",SIGMOD Record,2000
Processing complex aggregate queries over data streams,"Alin Dobra, Johannes Gehrke, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2002
Secure and Portable Database Extensibility,"Tobias Mayr, Thorsten von Eicken, Michael W. Godfrey, Praveen Seshadri",SIGMOD Conference,1998
Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,"Anca Vaduva, Thomas Vetterli, Martin Staudt",SIGMOD Record,2000
"Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives","Reagan Moore, Bertram Ludäscher, Richard Marciano",SIGMOD Record,2001
HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database,"Qing Li, Kamalakar Karlapalem, Chung-Dak Shum",SIGMOD Record,1995
Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",SIGMOD Record,2001
Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,"Eric Dujardin, Eric Simon, Marie-Jo Bellosta, Eric Amiel",VLDB,1994
Materialized Views Selection in a Multidimensional Database,"Ernest Teniente, Elena Baralis, Stefano Paraboschi",VLDB,1997
DBMiner: Interactive Mining of Multiple-Level Knowledge in Relational Databases,"Wei Wang, Krzysztof Koperski, Yongjian Fu, Osmar R. Zaïane, Jenny Chiang, Jiawei Han",SIGMOD Conference,1996
Parallelising OODBMS Traversals: A Performance Evaluation,"Jeffrey F. Naughton, John C. Shafer, David J. DeWitt, Shivakumar Venkataraman",VLDB J.,1996
Efficient Concurrency Control in Multidimensional Access Methods,"Sharad Mehrotra, Kaushik Chakrabarti",SIGMOD Conference,1999
Book Review Column,Karl Aberer,SIGMOD Conference,2002
Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases,"Kaushik Chakrabarti, Sharad Mehrotra, Eamonn J. Keogh, Michael J. Pazzani",SIGMOD Record,2001
Outerjoins as Disjunctions,César A. Galindo-Legaria,SIGMOD Conference,1-994
Infering Structure in Semistructured Data,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov",SIGMOD Conference,1997
Cover Your Assets,Michael A. Olson,SIGMOD Conference,1995
Keynote Address,Robert S. Epstein,SIGMOD Record,1-995
Object Normal Forms and Dependency Constraints for Object-Oriented Schemata,"Zahir Tari, Stefano Spaccapietra, John Stokes",ACM Trans. Database Syst.,1997
Informix-Online XPS: A Dynamically Scalable RDBMS for Open Parallel Platforms,Hannes Spintzik,VLDB,1995
"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",Charly Kleissner,SIGMOD Conference,1995
Accessing Relational Databases from the World Wide Web,"Tam Nguyen, V. Srinivasan",SIGMOD Conference,1996
Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995
Text Databases: A Survey of Text Models and Systems,Arjan Loeffen,SIGMOD Record,1994
P-Grid: a self-organizing structured P2P system,"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudré-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",SIGMOD Record,2003
Efendi: Federated Database System of Cadlab,"Bernd Burkert, Yaron Engel, Ralf Böttger, Gerd Kachel, Elke Radeke, Silvia Kolmschlag, Dietmar Nolte",SIGMOD Record,1995
Book review column,Karl Aberer,SIGMOD Record,2003
Extended Ehemeral Logging: Log Storage Management for Applications with Long Lived Transactions,"John S. Keen, William J. Dally",ACM Trans. Database Syst.,1997
Research issues for data communication in mobile ad-hoc network database systems,"Leslie D. Fife, Le Gruenwald",SIGMOD Record,2003
Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",VLDB,1997
Providing Better Support for a Class of Decision Support Queries,"Antonio Badia, Dirk Van Gucht, Sudhir Rao",SIGMOD Record,1996
Groupwise Processing of Relational Queries,"Kenneth A. Ross, Damianos Chatziantoniou",VLDB,1997
Treasurer's Message,Joachim Hammer,SIGMOD Conference,2002
Efficiently Instantiating View-Objects From Remote Relational Databases,"Gio Wiederhold, Byung Suk Lee",VLDB J.,1994
Secure Bufering in Firm Real-Time Database Systems,"Jayant R. Haritsa, Binto George",VLDB J.,2000
RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan",VLDB,1998
Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",SIGMOD Record,2002
LEO - DB2's LEarning Optimizer,"Volker Markl, Mokhtar Kandil, Guy M. Lohman, Michael Stillger",VLDB,2001
SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables,"Shivnath Babu, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2001
Introduction (Special Issue on Multimedia Databases),"M. Tamer Özsu, Stavros Christodoulakis",VLDB J.,1998
Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,"Eric N. Hanson, Lloyd Noronha",SIGMOD Record,1999
Expiring Data in a Warehouse,"Wilburt Labio, Jun Yang, Hector Garcia-Molina",VLDB,1998
Jumping on the NII Bandwagon,Xiaolei Qian,SIGMOD Record,1994
Crawling the Hidden Web,"Sriram Raghavan, Hector Garcia-Molina",VLDB,2001
Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",SIGMOD Record,1999
An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,"M. Tamer Özsu, Shu Lin, Raymond T. Ng, Vincent Oria",VLDB,2001
Hardware Acceleration for Spatial Selections and Joins,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",SIGMOD Record,2-003
Fault-tolerant Architectures for Continuous Media Servers,"Abraham Silberschatz, Rajeev Rastogi, Banu Özden, Prashant J. Shenoy",SIGMOD Record,1996
The PointCast Network,"Vibha Dayal, Satish Ramakrishnan",SIGMOD Record,1998
An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,"M. Tamer Özsu, Randal J. Peters",ACM Trans. Database Syst.,1997
Locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn J. Keogh, Michael J. Pazzani, Sharad Mehrotra",ACM Trans. Database Syst.,2002
SENTINEL: An Object-Oriented DBMS With Event-Based Rules,Sharma Chakravarthy,SIGMOD Conference,1-997
Loading Databases Using Dataflow Parallelism,"Prakash Sundaresan, Jim Gray, Robert Barnes, Tom Barclay",SIGMOD Record,1994
On Supporting Containment Queries in Relational Database Management Systems,"Guy M. Lohman, David J. DeWitt, Qiong Luo, Jeffrey F. Naughton, Chun Zhang",SIGMOD Conference,2001
Clustering Methods for Large Databases: From the Past to the Future,"Alexander Hinneburg, Daniel A. Keim",SIGMOD Record,1999
STRUDEL: A Web-site Management System,"Alon Y. Levy, Mary F. Fernandez, Jaewoo Kang, Daniela Florescu, Dan Suciu",SIGMOD Record,1997
A Foundation for Multi-dimensional Databases,"Laks V. S. Lakshmanan, Marc Gyssens",VLDB,1997
Incremental Distance Join Algorithms for Spatial Databases,"Gísli R. Hjaltason, Hanan Samet",SIGMOD Conference,1998
XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Björn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Schäfer, Jochen Van den Bercken, Jürgen Krämer",VLDB,2001
The Evolution of Effective B-tree: Page Organization and Techniques: A Personal Account,David B. Lomet,SIGMOD Conference,2001
Database Systems Management and Oracle8,C. Gregory Doherty,SIGMOD Record,1998
ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,?,SIGMOD Record,1996
The X-tree : An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,1996
The TSQL2 Final Language Definition Announcement,?,SIGMOD Conference,1994
A simple algorithm for finding frequent elements in streams and bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003
Merge Replication in Microsoft's SQL Server 7.0,Brad Hammond,SIGMOD Conference,1999
Online Association Rule Mining,Christian Hidber,SIGMOD Record,1999
Seeking the Truth About ad hoc Join Costs,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",VLDB J.,1997
Building Hierarchical Classifiers Using Class Proximity,"Shiang Chen Liew, Senqiang Zhou, Ke Wang",VLDB,1-999
A General Solution of the n-dimensional B-tree Problem,Michael Freeston,SIGMOD Conference,1995
Reordering Query Execution in Tertiary Memory Databases,"Michael Stonebraker, Sunita Sarawagi",VLDB,1996
The REACH Active OODBMS,"Alin Deutsch, Jürgen Zimmermann, M. Higa, Alejandro P. Buchmann",SIGMOD Conference,1995
Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicolás Marín",SIGMOD Record,2002
Comparative Analysis of Six XML Schema Languages,"Dongwon Lee, Wesley W. Chu",SIGMOD Record,2000
Aurora: a new model and architecture for data stream management,"Christian Convey, Sangdon Lee, Ugur Çetintemel, Daniel J. Abadi, Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Nesime Tatbul",VLDB J.,2003
Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999
Adaptive Data Broadcast in Hybrid Networks,"Konstantinos Stathatos, John S. Baras, Nick Roussopoulos",VLDB,1997
"Agents, Turst, and Information Access on the Semantic Web","Timothy W. Finin, Anupam Joshi",SIGMOD Record,2002
The LyriC Language: Querying Constraint Objects,"Alexander Brodsky, Yoram Kornatzky",SIGMOD Conference,1995
New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Record,1998
Turbo-charging Vertical Mining of Large Databases,"Jayant R. Haritsa, Devavrat Shah, S. Sudarshan, Pradeep Shenoy, Mayank Bawa, Gaurav Bhalotia",SIGMOD Record,2000
The Cornell Jaguar System: Adding Mobility to PREDATOR,"Zhiyuan Chen, Daniel Mahashin, Victor Cheng, Kyle Buza, Tobias Mayr, Hubert Siu, Randolph Chung, Ivan Oprencak, Philippe Bonnet, Takako M. Hickey, Praveen Seshadri, Ryan Kennedy",SIGMOD Conference,1999
On Wrapping Query Languages and Efficient XML Integration,"Jérôme Siméon, Vassilis Christophides, Sophie Cluet",SIGMOD Conference,2000
Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",SIGMOD Record,2003
Partition Selection Policies in Object Database Garbage Collection,"Benjamin G. Zorn, Alexander L. Wolf, Jonathan E. Cook",SIGMOD Conference,1994
Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,"Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon",VLDB,2001
Multi-Step Processing of Spatial Joins,"Ralf Schneider, Thomas Brinkhoff, Bernhard Seeger, Hans-Peter Kriegel",SIGMOD Conference,1994
"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002",Nancy Wiegand,SIGMOD Conference,2003
Performance Issues in Incremental Warehouse Maintenance,"Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang",VLDB,2000
"High-Dimensional Index Structures, Database Support for Next Decade's Applications (Tutorial)","Daniel A. Keim, Stefan Berchtold",SIGMOD Record,1998
Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),Ralf Kramer,SIGMOD Conference,1997
W3QS: A Query System for the World-Wide Web,"David Konopnicki, Oded Shmueli",VLDB,1995
Histogram-Based Approximation of Set-Valued Query-Answers,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1999
Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences,"H. V. Jagadish, Christos Faloutsos, Flip Korn",SIGMOD Conference,1997
Response to A Close Look at the IFO Data Model,"Serge Abiteboul, Richard Hull",SIGMOD Record,1995
Modeling Design Versions,"D. Janaki Ram, R. Ramakrishnan",VLDB,1-996
Managing Video Data in a Mobile Environment,"Rafael Alonso, Yuh-Lin Chang, V. S. Mani, Liviu Iftode",SIGMOD Record,1995
"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kießling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001
In Cyber Space No One can Hear You Scream,Chris Pound,VLDB,1-999
Improving the Efficiency of Database-System Teaching,Jeffrey D. Ullman,SIGMOD Record,2003
ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu",SIGMOD Record,1995
Database in Crisis and Transition: A Technical Agenda for the Year 2001,David Vaskevitch,SIGMOD Conference,1994
Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Alfons Kemper, Reinhard Braumandl, Jens Claußen",VLDB,1998
Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Barbara T. Bauldock, Gladys A. Cotter",VLDB,2000
Oracle Industrial Exhibit,Amy Pogue,VLDB,1998
A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,"M. Tamer Özsu, David Toman, Mariano P. Consens, David DeHaan",SIGMOD Record,2003
A Framework for Semantic Gossiping,"Manfred Hauswirth, Karl Aberer, Philippe Cudré-Mauroux",SIGMOD Record,2002
"Information Visualization, Guest Editors' Foreword","Tiziana Catarci, Isabel F. Cruz",SIGMOD Record,1996
Toward Autonomic Computing with DB2 Universal Database,"Guy M. Lohman, Daniel C. Zilio, Sam Lightstone",SIGMOD Record,2002
XML and Electronic Commerce: Enabling the Network Economy,"Robert J. Glushko, Bart Meltzer",SIGMOD Record,1998
The hyperion project: from data integration to data coordination,"Marcelo Arenas, Vasiliki Kantere, Renée J. Miller, Anastasios Kementsietsidis, John Mylopoulos, Iluju Kiringa",SIGMOD Conference,2003
SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,"Rajeev Rastogi, Kyuseok Shim, Minos N. Garofalakis",VLDB,1999
Collaborative Analytical Processing - Dream or Reality? (Panel abstract),"Goetz Graefe, William O'Connell, Andrew Witkowski",VLDB,2001
Automated Selection of Materialized Views and Indexes in SQL Databases,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",VLDB,2000
Resource Scheduling for Composite Multimedia Objects,"Yannis E. Ioannidis, Minos N. Garofalakis, Banu Özden",VLDB,1998
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB,2000
Algebraic Change Propagation for Semijoin and Outerjoin Queries,"Timothy Griffin, Bharat Kumar",SIGMOD Record,1998
"Self-Adaptive, On-Line Reclustering of Complex Object Data","William J. McIver Jr., Roger King",SIGMOD Record,1994
A Survey of Logical Models for OLAP Databases,"Timos K. Sellis, Panos Vassiliadis",SIGMOD Conference,1999
Database Research at UT Arlington,"Sharma Chakravarthy, Y. Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, Jung-Hwan Oh",SIGMOD Record,2003
Metadata for Multimedia Documents,"Thomas C. Rakow, Klemens Böhm",SIGMOD Record,1-994
Lots o' Ticks: Real-Time High Performance Time Series Queries on Billions of Trades and Quotes,"Arthur T. Whitney, Dennis Shasha",SIGMOD Record,2001
SchemaSQL: An extension to SQL for multidatabase interoperability,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",ACM Trans. Database Syst.,2001
Software as a service: ASP and ASP aggregation,Christoph Bussler,SIGMOD Conference,2002
Efficient Mid-Query Re-Optimization of Sub-Optimal Query Execution Plans,"David J. DeWitt, Navin Kabra",SIGMOD Conference,1998
Continuously adaptive continuous queries over streams,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",SIGMOD Conference,2002
An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,"Ronald C. Unrau, Kaladhar Voruganti, M. Tamer Özsu",VLDB,1998
Cache investment: integrating query optimization and distributed data placement,"Donald Kossmann, Gerhard Drasch, Michael J. Franklin",ACM Trans. Database Syst.,2000
NiagaraCQ: A Scalable Continuous Query System for Internet Databases,"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",SIGMOD Record,2000
From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,VLDB,1995
Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,"Jurgen Annevelink, Tak W. Yan",VLDB,1994
Time Series Similarity Measures and Time Series Indexing,"Gautam Das, Dimitrios Gunopulos",SIGMOD Record,2001
Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",VLDB,1998
The Challenge of Process Data Warehousing,"Matthias Jarke, Jörg Köller, Thomas List",VLDB,2000
Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,SIGMOD Conference,2000
