,0
Tools and transformations-rigorous and otherwise-for practical database design,1034
Database research at Arizona State University,1035
FeedbackBypass: A New Approach to Interactive Similarity Query Processing,1036
Staggered striping in multimedia information systems,1037
"Erhard Rahm, Robert Marek",1038
"Kenneth J. Goldman, Nancy Lynch",1039
A database model for object dynamics,1040
FACT: a learning based Web query processing system,1041
Query optimization for selections using bitmaps,1042
Database Architecture Optimized for the New Bottleneck: Memory Access,1043
Priority assignment in real-time active databases,1044
A Scalable Architecture for Autonomous Heterogeneous Database Interactions,1045
STREAM: the stanford stream data manager (demonstration description),1046
Active Views for Electronic Commerce,1047
"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",1048
"Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",1049
Aqua: A Fast Decision Support Systems Using Approximate Query Answers,1050
"Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou",1051
Henry F. Korth,1052
"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",1053
PREDATOR: an OR-DBMS with enhanced data types,1054
"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",1055
"Sven Helmer, Till Westmann, Guido Moerkotte",1056
The Query Optimizer in Tandem's new ServerWare SQL Product,1057
Hypergraph based reorderings of outer join queries with complex predicates,1058
"Florian Matthes, Joachim W. Schmidt",1059
HyoungDo Kim,1060
Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,1061
DEVise (demo abstract): integrated querying and visual exploration of large datasets,1062
"Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson",1063
A structured approach for the definition of the semantics of active databases,1064
Top-k selection queries over relational databases: Mapping strategies and performance evaluation,1065
Order-of-magnitude advantage on TPC-C through massive parallelism,1066
Detection and classification of intrusions and faults using sequences of system calls,1067
"Gisli R. Hjaltason, Hanan Samet",1068
Publish/Subscribe on the Web at Extreme Speed,1069
Designing an ultra highly available DBMS (tutorial session),1070
"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",1071
"Asaf Adii, David Botzer, Opher Etzion, Tali Yatzkar-Haham",1072
Data-driven understanding and refinement of schema mappings,1073
Turbo-charging vertical mining of large databases,1074
EIHA?!?: deploying Web and WAP services using XML technology,1075
"Patrick O'Neil, Dallan Quass",1076
Anand Deshpande,1077
Query Processing Techniques for Multiversion Access Methods,1078
VXMLR: A Visual XML-Relational Database System,1079
Beyond document similarity: understanding value-based search and browsing technologies,1080
Efficient evaluation of XML middle-ware queries,1081
The Garlic project,1082
Views in a Large Scale XML Repository,1083
Building Scalable Internet Applications with Oracle8i Server,1084
Association rules over interval data,1085
"Yingwei Cui, Jennifer Widom, Janet L. Wiener",1086
A survey of approaches to automatic schema matching,1087
A TSQL2 tutorial,1088
XTRACT: a system for extracting document type descriptors from XML documents,1089
Automatic discovery of language models for text databases,1090
Olympic records for data at the 1998 Nagano games,1091
Accessing relational databases from the World Wide Web,1092
A comprehensive XQuery to SQL translation using dynamic interval encoding,1093
Mapping extended entity relationship model to object modeling technique,1094
"Florian Waas, C&#233;sar Galindo-Legaria",1095
Locally adaptive dimensionality reduction for indexing large time series databases,1096
Very Large Data Bases,1097
An online video placement policy based on bandwidth to space ratio (BSR),1098
"James Frew, Jeff Dozier",1099
Limsoon Wong,1100
Phoenix project: fault-tolerant applications,1101
"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",1102
From ternary relationship to relational tables: a case against common beliefs,1103
Jim Kleewein,1104
Design and Development of a Stream Service in a Heterogenous Client Environment,1105
Safe and efficient sharing of persistent objects in Thor,1106
"Balakrishna R. Iyer, David Wilhite",1107
Bringing order to query optimization,1108
Approximate join processing over data streams,1109
Containment of conjunctive queries: beyond relations as sets,1110
XQuery: a query language for XML,1111
The n-tier hub technology,1112
"Chee Yong Chan, Yannis E. Ioannidis",1113
ACTIVIEW: Adaptive data presentation using SuperSQL,1114
Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,1115
"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",1116
"Bin Li, Dennis Shasha",1117
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,1118
Probabilistic Optimization of Top N Queries,1119
"Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",1120
Sergey Brin,1121
Modularization techniques for active rules design,1122
Clustering validity checking methods: part II,1123
GEA: a toolkit for gene expression analysis,1124
Lore: a database management system for semistructured data,1125
"Yun-Wu Huang, Ning Jing, Elke A. Rundensteiner",1126
Improving index performance through prefetching,1127
FALCON: Feedback Adaptive Loop for Content-Based Retrieval,1128
"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",1129
REVIEW: a real-time virtual walkthrough system,1130
A query language and optimization techniques for unstructured data,1131
Quasi-cubes: exploiting approximations in multidimensional databases,1132
The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,1133
"I.-Min A. Chen, Richard Hull, Dennis McLeod",1134
"Abdelsalam Helal, Hua Li",1135
"Philip A. Bernstein, Brian Harry, Paul Sanders, David Shutt, Jason Zander",1136
Gonzalo Navarro,1137
javax.XXL: a prototype for a library of query processing algorithms,1138
The multidimensional database system RasDaMan,1139
Clark D. French,1140
VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,1141
"Yufei Tao, Dimitris Papadias",1142
An overview of the emerging third-generation SQL standard,1143
"Composite Events for Active Databases: Semantics, Contexts and Detection",1144
Dwarf: shrinking the PetaCube,1145
From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,1146
Databases and Workflow Management: What is it All About? (Panel),1147
"Alfons Kemper, Donald Kossmann, Florian Matthes",1148
Sherri Kennamer,1149
Jos&#233; A. Blakeley,1150
Java and relational databases (tutorial): SQLJ,1151
"Jean T. Anderson, Michael Stonebraker",1152
Monitoring business processes through event correlation based on dependency model,1153
Practical Issues with Commercial Use of Federated Databases,1154
lambda-DB: an ODMG-based object-oriented DBMS,1155
"P. Krishnan, Jeffrey Scott Vitter, Bala Iyer",1156
Brad Hammond,1157
"Mikael Berndtsson, J&#246;rgen Hansson",1158
A user-centered interface for querying distributed multimedia databases,1159
"Wen-Chi Hou, Zhongyang Zhang",1160
A graphical query language for mobile information systems,1161
"Manish Mehta, David J. DeWitt",1162
The Challenge of Process Data Warehousing,1163
Warping indexes with envelope transforms for query by humming,1164
"A. P. Buchmann, A. Deutsch, J. Zimmermann, M. Higa",1165
"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",1166
"The sensor spectrum: technology, trends, and requirements",1167
Adaptive algorithms for set containment joins,1168
"Krishna Kant, Prasant Mohapatra",1169
Online index rebuild,1170
A research status report on adaptation for mobile data access,1171
Applying Data Mining Techniques to a Health Insurance Information System,1172
Temporal FDs on complex objects,1173
"Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Svetlozar Nestorov, Ramana Yerneni, Marcus Breunig, Vasilis Vassalos",1174
An active functionality service for e-business applications,1175
"Srinivasa Narayanan, Subbu N. Subramanian",1176
Author Index,1177
DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,1178
"Heiko Schuldt, Gustavo Alonso, Catriel Beeri, Hans-J&#246;rg Schek",1179
"Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",1180
Bifocal sampling for skew-resistant join size estimation,1181
Guest editorial,1182
"Rakesh Agrawal, Edward L. Wimmers",1183
Optimal Histograms with Quality Guarantees,1184
"Shahram Ghandeharizadeh, Richard Hull, Dean Jacobs",1185
"Sergey Brin, James Davis, H&#233;ctor Garc&#237;a-Molina",1186
The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,1187
"Simonas &#352;altenis, Christian S. Jensen",1188
Factorizing complex predicates in queries to exploit indexes,1189
Location-based spatial queries,1190
Information Management for Genome Level Bioinformatics,1191
Egbert-Jan Sol,1192
"Manoj Chavda, Peter T. Wood",1193
Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,1194
Career forum,1195
Towards a theory of cost management for digital libraries and electronic commerce,1196
"Wee Teck Ng, Peter M. Chen",1197
Experiments on Access to Digital Libraries: How can Images and Text be Used Together,1198
Data grid management systems,1199
"Kihong Kim, Sang K. Cha, Keunjoo Kwon",1200
"Luc Bouganim, Maria Claudia Cavalcanti, Fran&#231;oise Fabret, Maria Luiza Campos, Fran&#231;ois Llirbat, Marta Mattoso, Rubens Melo, Ana Maria Moura, Esther Pacitti, Fabio Porto, Margareth Simoes, Eric Simon, Asterio Tanaka, Patrick Valduriez",1201
The design of a retrieval technique for high-dimensional data on tertiary storage,1202
Information visualization,1203
"Zhiyuan Chen, Johannes Gehrke, Flip Korn",1204
Monitoring XML data on the Web,1205
"Christian Kalus, Peter Dadam",1206
"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",1207
Spatial hash-joins,1208
Michael A. Olson,1209
Larry J. Ellison,1210
The Design and Implementation of a Sequence Database System,1211
"Nicolas Bruno, Nick Koudas, Divesh Srivastava",1212
A Data Warehousing Architecture for Enabling Service Provisioning Process,1213
"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",1214
"Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber",1215
"Tirthankar Lahiri, Vinay Srihari, Wilson Chan, N. MacNaughton, Sashikanth Chandrasekaran",1216
Rainbow: mapping-driven XQuery processing system,1217
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",1218
Materialized views and data warehouses,1219
Clustering Categorical Data: An Approach Based on Dynamical Systems,1220
The OODB path-method generator (PMG) using access weights and precomputed access relevance,1221
Fast subsequence matching in time-series databases,1222
Answering queries using views: A survey,1223
"Craig Silverstein, Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman",1224
Scalable Techniques for Mining Causal Structures,1225
Influencing database language standards,1226
"Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino, V. S. Subrahmanian",1227
Efficient Construction of Regression Trees with Range and Region Splitting,1228
"Andrew Frank, Stephane Grumbach, Ralf Hartmut G&#252;ting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Pernici, Hans-J&#246;rg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",1229
"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",1230
Logical design for temporal databases with multiple granularities,1231
"Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendon&#231;a Mattos, Brian T. Tran, Yun Wang",1232
"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",1233
Managing large systems with DB2 UDB,1234
Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),1235
"Christian S. Jensen, David B. Lomet",1236
"Markus Tresch, Neal Palmer, Allen Luniewski",1237
"Ambuj Shatdal, Chander Kant, Jeffrey F. Naughton",1238
"Staffan Flodin, Tore Risch",1239
Efficiently publishing relational data as XML documents,1240
"Sam S. Lightstone, Guy Lohman, Danny Zilio",1241
QBI: query by icons,1242
An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,1243
Bassel Ojjeh,1244
Exploiting main memory DBMS features to improve real-time concurrency control protocols,1245
The handwritten trie: indexing electronic ink,1246
John R. Smith,1247
On parallel execution of multiple pipelined hash joins,1248
Compressing SQL workloads,1249
Report on FQAS 2002: fifth international conference on flexible query answering systems,1250
Data warehousing and OLAP for decision support,1251
"Roger Bamford, D. Butler, Boris Klots, N. MacNaughton",1252
"Chungmin Melvin Chen, Nick Roussopoulos",1253
Enterprise transaction processing on Windows NT,1254
"Bruce Berra, Kingsley Nwosu, Bhavani Thuraisingham",1255
Gennady Antoshenkov,1256
"Jim Melton, Nelson Mendoca Mattos",1257
"Serge Abiteboul, Angela Bonifati, Gr&#233;gory Cob&#233;na, Ioana Manolescu, Tova Milo",1258
"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",1259
"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",1260
"Vincent Oria, M. Tamer &#214;zsu, Paul J. Iglinski, Shu Lin, Bin Yao",1261
Closing the key loophole in MLS databases,1262
"Amit Sheth, Robert Meersman",1263
"B. Medjahed, B. Benatallah, A. Bouguettaya, A. H. H. Ngu, A. K. Elmagarmid",1264
"Honey, I shrunk the database: footprint, mobility, and beyond",1265
Phillip M. Fernandez,1266
"E. Radeke, R. B&#246;ttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte",1267
PESTO: An Integrated Query/Browser for Object Databases,1268
"Giuseppe Santucci, Laura Tarantino",1269
"Raymond Ng, Laks V. S. Lakshmanan, Jiawei Han, Teresa Mah",1270
"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",1271
Chronological scheduling of transactions with temporal dependencies,1272
"Yannis Theodoridis, Mario A. Nascimento",1273
Frank Manola,1274
Indexing medium-dimensionality data in Oracle,1275
"Surajit Chaudhuri, Gerhard Weikum",1276
"Deok-Hwan Kim, Chin-Wan Chung",1277
H. J. Schek,1278
"Social, Educational, and Governmental Change Enabled through Information Technology",1279
"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications",1280
A Top-Down Approach for Two Level Serializability,1281
Dynamic Pipeline Scheduling for Improving Interactive Query Performance,1282
Quality-driven Integration of Heterogenous Information Systems,1283
Semantic Integration in Heterogeneous Databases Using Neural Networks,1284
"Josep Domingo-Ferrer, Jordi Herrera-Joancomart&#237;",1285
"Jiawei Han, Yongjian Fu",1286
"Iakovos Motakis, Carlo Zaniolo",1287
Applying an update method to a set of receivers,1288
"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",1289
Workshop report on experiences using object data management in the real-world,1290
"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",1291
A Monte Carlo algorithm for fast projective clustering,1292
"Jos&#233; A. Blakeley, Anand Deshpande",1293
"Alan Demers, Johannes Gehrke, Rajmohan Rajaraman, Niki Trigoni, Yong Yao",1294
"Piero Fraternali, Letizia Tanca",1295
"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",1296
"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",1297
"Stavros Christodoulakis, Peter Triantafillou, Fenia Zioga",1298
Approximating multi-dimensional aggregate range queries over real attributes,1299
Component-based e-commerce: assessment of current practices and future directions,1300
Context-based prefetch - an optimization for implementing objects on relations,1301
Generating Call-Level Interfaces for Advanced Database Application Programming,1302
"R. McClatchey, G. Vossen",1303
Supporting dynamic displays using active rules,1304
"Narayanan Shivakumar, Hector Garcia-Molina, Chandra Chekuri",1305
"Raymond T. Ng, Paul Shum",1306
Main-memory index structures with fixed-size partial keys,1307
"Junyan Ding, Luis Gravano, Narayanan Shivakumar",1308
Pillip A. Bernstein,1309
"Paolo Merialdo, Paolo Atzeni, Marco Magnante, Giansalvatore Mecca, Marco Pecorone",1310
"Jim Melton, Jan-Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz, Kathy Zeidenstein",1311
A Database System for Real-Time Event Aggregation in Telecommunication,1312
"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",1313
A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,1314
"TPC-DS, taking decision support benchmarking to the next level",1315
Lots o'Ticks: real time high performance time series queries on billions of trades and quotes,1316
"Lidan Shou, Jason Chionh, Zhiyong Huang, Yixin Ruan, Kian-Lee Tan",1317
"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",1318
"Ling Lin, Tore Risch",1319
Are quorums an alternative for data replication?,1320
"Tor Didriksen, C&#233;sar A. Galindo-Legaria, Eirik Dahle",1321
"Leonidas Fegaras, Ramez Elmasri",1322
InterViso: dealing with the complexity of federated database access,1323
"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",1324
"T. Imielinski, A. Virmani",1325
On the academic interview circuit: an end-to-end discussion,1326
"Beng Chin Ooi, Kian-Lee Tan, Aoying Zhou, Chin Hong Goh, Yingguang Li, Chu Yee Liau, Bo Ling, Wee Siong Ng, Yanfeng Shu, Xiaoyu Wang, Ming Zhang",1327
"R. Maelbrancke, H. Olivi&#233;",1328
"Chendong Zou, Betty Salzberg",1329
"Apostol Natsev, Rajeev Rastogi, Kyuseok Shim",1330
"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",1331
Wilfred Ng,1332
The demarcation protocol: a technique for maintaining constraints in distributed database systems,1333
Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,1334
The distributed information search component (Disco) and the World Wide Web,1335
Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,1336
"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",1337
"Brigitta K&#246;nig-Ries, Peter C. Lockermann",1338
"A distributed scientific data archive using the Web, XML and SQL/MED",1339
2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,1340
"R. L. Grossman, D. Hanley, X. Qin",1341
Constraints for semistructured data and XML,1342
"Gayatri Sathe, Sunita Sarawagi",1343
Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002.,1344
SQLJ  Part 1: SQL routines using the Java programming language,1345
Evaluation of remote backup algorithms for transaction-processing systems,1346
"Yufei Tao, Dimitris Papadias, Jun Zhang",1347
"Peter Baumann, Paula Furtado, Roland Ritsch, Norbert Widmann",1348
"Carole Goble, David De Roure",1349
DBMSs on a Modern Processor: Where Does Time Go?,1350
"Probabilistic temporal databases, I: algebra",1351
The MEDUSA project: autonomous data management in a shared-nothing parallel database machine,1352
Standards for databases on the grid,1353
"N. R. Jennings, T. J. Norman, P. Faratin",1354
"Lise Getoor, Benjamin Taskar, Daphne Koller",1355
"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",1356
"Kaushik Chakrabarti, Sharad Mehrotra",1357
Paul Brown,1358
Kestutis Ivinskis,1359
An annotated bibliography of benchmarks for object databases,1360
"Susanne Englert, Ray Glasstone, Waqar Hasan",1361
A semantic modeling approach for image retrieval by content,1362
"Georgios Evangelidis, David B. Lomet, Betty Salzberg",1363
Approximate XML joins,1364
"Volker Markl, Guy Lohman",1365
"Jens Lechtenb&#246;rger, Gottfried Vossen",1366
L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,1367
Spatial and temporal content-based access to hypervideo databases,1368
"Benny Reich, Israel Ben-Shaul",1369
"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",1370
Zoo: a desktop experiment management environment,1371
Performance Measurements of Compressed Bitmap Indices,1372
Similarity Search in High Dimensions via Hashing,1373
Won Kim,1374
Hyper-Programming in Java,1375
"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",1376
A foundation for representing and querying moving objects,1377
Enterprise Objects Framework: a second generation object-relational enabler,1378
Interaction of query evaluation and buffer management for information retrieval,1379
"Michael Christoffel, Sebastian Pulkowski, Bethina Schmitt, Peter C. Lockemann",1380
Parallelizing OODBMS traversals: a performance evaluation,1381
LEO - DB2's LEarning Optimizer,1382
"Albert D'Andrea, Phil Janus",1383
An annotated bibliography on real-time database systems,1384
Proximity Search in Databases,1385
Composing Web services on the Semantic Web,1386
"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",1387
Reusing invariants: a new strategy for correlated queries,1388
Iceberg-cube computation with PC clusters,1389
Adaptive Data Broadcast in Hybrid Networks,1390
An Algebraic Approach to Rule Analysis in Expert Database Systems,1391
An authorization system for digital libraries,1392
Database performance in the real world: TPC-D and SAP R/3,1393
Peter Baumann,1394
Analysis of locking behavior in three real database systems,1395
Exploratory mining and pruning optimizations of constrained associations rules,1396
"Vibhuti S. Sengar, Jayant R. Haritsa",1397
Massive Stochastic Testing of SQL,1398
Soumen Chakrabarti,1399
Going public: open-source databases and database research,1400
THESUS: Organizing Web document collections based on link semantics,1401
EOS: an extensible object store,1402
Vijay Kumar,1403
Comparing Hierarchical Data in External Memory,1404
Aggregation Algorithms for Very Large Compressed Data Warehouses,1405
Open GIS and on-line environmental libraries,1406
Visual COKO: a debugger for query optimizer development,1407
"Seth White, Rick Cattell, Shel Finkelstein",1408
CQ: a personalized update monitoring toolkit,1409
Mining quantitative association rules in large relational tables,1410
"Arthur M. Keller, Julie Basu",1411
"Inderpal Singh Mumick, Hamid Pirahesh",1412
"Surajit Chaudhuri, Gautam Das, Vivek Narasayya",1413
Issues in Developing Very Large Data Warehouses,1414
On applying hash filters to improving the execution of multi-join queries,1415
On parallel processing of aggregate and scalar functions in object-relational DBMS,1416
"C. Mohan, Larry Cable, Matthieu Devin, Scott Dietzen, Pat Helland, Dan Wolfson",1417
"Christoph Bussler, Dieter Fensel, Alexander Maedche",1418
"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",1419
"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",1420
Fast Incremental Maintenance of Approximate Histograms,1421
"Boris Chidlovskii, Uwe M. Borghoff",1422
"Arjan Pellenkoft, C&#233;sar A. Galindo-Legaria, Martin L. Kersten",1423
Minimization of tree pattern queries,1424
Time series similarity measures and time series indexing (abstract only),1425
Describing semistructured data,1426
Datawarehousing Has More Colours Than Just Black &; White,1427
Mining Generalized Association Rules,1428
"Sunita Sarawagi, Gayatri Sathe",1429
Bulk Loading into an OODB: A Performance Study,1430
"James Clifford, Albert Croker, Alexander Tuzhilin",1431
Kenneth Moore,1432
H. V. Jagadish,1433
Managing uncertainty in sensor database,1434
Fast and accurate text classification via multiple linear discriminant projections,1435
PREDATOR: a resource for database research,1436
"Dennis Shasha, Francois Llirbat, Eric Simon, Patrick Valduriez",1437
"Konstantinos Stathatos, Nick Roussopoulos, John S. Baras",1438
"Christian A. Lang, Ambuj K. Singh",1439
"Tim Kempster, Colin Stirling, Peter Thanisch",1440
Report on the 13th Brazilian symposium on database systems (SBBD'98),1441
Exchanging intensional XML data,1442
"Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin",1443
"Navin Kabra, David J. DeWitt",1444
Parallelism and its price: a case study of nonstop SQL/MP,1445
"Peter A. Boncz, Tim R&#252;hl, Fred Kwakkel",1446
Design and implementation of RMP: a virtual electronic market place,1447
"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",1448
Tree pattern query minimization,1449
Random sampling techniques for space efficient online computation of order statistics of large datasets,1450
"Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina",1451
"Replication: DB2, Oracle, or Sybase?",1452
Research activities in database management and information retrieval at University of Illinois at Chicago,1453
D. Scott Mackay,1454
Logical logging to extend recovery to new domains,1455
"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",1456
Design issues and challenges for RDF- and schema-based peer-to-peer systems,1457
On-line reorganization in object databases,1458
In-context peer-to-peer information filtering on the Web,1459
Conceptual modeling and specification generation for B2B business processes based on ebXML,1460
"Bruce E. Martin, R. G. G. Cattell",1461
"Data management: lasting impact on wild, wild, web",1462
"Minos Garofalakis, Aristides Gionis, Rajeev Rastogi, S. Seshadri, Kyuseok Shim",1463
Database buffer size investigation for OLTP workloads,1464
"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",1465
"Banu &#214;zden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes",1466
"Thomas Zurek, Markus Sinnwell",1467
"William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina",1468
"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",1469
Costas Vassilakis,1470
Mario Gentili,1471
"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",1472
Of Objects and Databases: A Decade of Turmoil,1473
"Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",1474
Jim Gray,1475
Murali Mani,1476
"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suckow",1477
A data model and data structures for moving objects databases,1478
"M. Tamer &#214;zsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Mu&#241;oz",1479
"Domains, relations and religious wars",1480
Research Directions in Biodiversity Informatics,1481
"Walid Aref, Daniel Barbar&#225;, Padmavathi Vallabhaneni",1482
"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",1483
BeSS object storage manager: architecture overview,1484
"Roger Barga, David B. Lomet",1485
"Athman Bouguettaya, Boualem Benatallah, Lily Hendra, James Beard, Kevin Smith, Mourad Quzzani",1486
Efficiently mining long patterns from databases,1487
"Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross",1488
"Neoklis Polyzotis, Minos Garofalakis",1489
SQL and management of external data,1490
Business-to-business interactions: issues and enabling technologies,1491
Operating System Extensions for the Teradata Parallel VLDB,1492
Maximizing Buffer and Disk Utilizations for News On-Demand,1493
"Dean Daniels, Lip Boon Doo, Alan Downing, Curtis Elsbernd, Gary Hallmark, Sandeep Jain, Bob Jenkins, Peter Lim, Gordon Smith, Benny Souder, Jim Stamos",1494
Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,1495
"Michael Rys, Moira C. Norrie, Hans-J&#246;rg Schek",1496
The Role of Integrity Constraints in Database Interoperation,1497
Approximating Aggregate Queries about Web Pages via Random Walks,1498
Leonard Gallagher,1499
"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",1500
Bulk-Loading Techniques for Object Databases and an Application to Relational Data,1501
Using Versions in Update Transactions: Application to Integrity Checking,1502
NeuroRule: A Connectionist Approach to Data Mining,1503
Inferring structure in semistructured data,1504
Applying database visualization to the World Wide Web,1505
"Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky",1506
"Alberto Belussi, Christos Faloutsos",1507
Performance of Future Database Systems: Bottlenecks and Bonananzas,1508
Databases and transaction processing: an application-oriented approach,1509
Query flocks: a generalization of association-rule mining,1510
Discovery of Multiple-Level Association Rules from Large Databases,1511
XML data management (panel session): go native or spruce up relational systems?,1512
"Kenneth A. Ross, Divesh Srivastava",1513
Charu C. Aggarwal,1514
"Mehmet Altinel, Michael J. Franklin",1515
Lotus Development Corp.,1516
Extracting structured data from Web pages,1517
What can Hierarchies do for Data Warehouses?,1518
"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",1519
Nancy Wiegand,1520
"S. Adali, M. L. Sapino, V. S. Subrahmanian",1521
Report on second international workshop on advanced issues of E-commerce and Web-based information systems,1522
Querying network directories,1523
Daniel J. Dietterich,1524
Jeff Richey,1525
"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",1526
Some Issues in Design of Distributed Deductive Databases,1527
Sybase replication server,1528
"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",1529
