,0
"A response to R. Camps' article Domains, relations and religious wars",1229
The ORES temporal database management system,1230
"Avi Silberschatz, Stan Zdonik",1231
"Ling Ling Yan, Ren&#233;e J. Miller, Laura M. Haas, Ronald Fagin",1232
"Etzard Stolte, Christoph von Praun, Gustavo Alonso, Thomas Gross",1233
Robert S. Epstein,1234
An Open Storage System for Abstract Objects,1235
"Per-Åke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",1236
"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudré-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",1237
Introduction to Constraint Databases - Book Review,1238
"High-Performance and Scalability through Application Tier,In-Memory Data Management",1239
An Asymptotically Optimal Multiversion B-Tree,1240
An approach to confidence based page ranking for user oriented Web search,1241
UniSQL/X unified relational and object-oriented database system,1242
XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,1243
"Jochen Doppelhammer, Donald Kossmann, Thomas Höppler, Alfons Kemper",1244
Agora: Living with XML and Relational,1245
"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",1246
"Wolf Siberski, Wolfgang Nejdl, Michael Sintek",1247
"Patrick Valduriez, Mihnea Andrei",1248
Conceptual model of web service reputation,1249
A foundation for representing and querying moving objects,1250
"Jun Yang, Jennifer Widom",1251
Clustering Techniques for Minimizing External Path Length,1252
SAP R/3 (tutorial): a database application system,1253
"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",1254
Computing complete answers to queries in the presence of limited access patterns,1255
Spatial operators,1256
XPath Processing in a Nutshell,1257
Quality of Service in Multimedia Digital Libraries,1258
Novel Approaches in Query Processing for Moving Object Trajectories,1259
Indexing and Querying XML Data for Regular Path Expressions,1260
Felicity George,1261
Luciana Duranti,1262
"Bruce Berra, Kingsley Nwosu, Bhavani Thuraisingham",1263
"Edward Y. Chang, Chen Li",1264
Balancing histogram optimality and practicality for query result size estimation,1265
Tail recursion elimination in deductive databases,1266
"Evaggelia Pitoura, Serge Abiteboul, Michalis Vazirgiannis, Dieter Pfoser, George Samaras",1267
Querying Heterogeneous Information Sources Using Source Descriptions,1268
TerraServer: A Spatial Data Warehouse,1269
"M. Toiati, Michele Missikoff",1270
Emergent semantics and the multimedia semantic web,1271
MQseries and CICS link for Lotus Notes,1272
E-Services - Guest editorial,1273
PIX: Exact and Approximate Phrase Matching in XML,1274
"Banu Özden, Minos N. Garofalakis, Abraham Silberschatz",1275
Join Queries with External Text Sources: Execution and Optimization Techniques,1276
Weidong Chen,1277
Data and knowledge base research at Hong Kong University of Science and Technology,1278
Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,1279
Michael H. B&#246;hlen,1280
Data Model for Extensible Support of Explicit Relationships in Design Databases,1281
Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,1282
"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",1283
Praveen Seshadri,1284
M. Tamer Özsu,1285
"Stavros Kokkotos, Efstathios V. Ioannidis, Themis Panayiotopoulos, Constantine D. Spyropoulos",1286
AlphaSort: a RISC machine sort,1287
"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",1288
"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",1289
"Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh",1290
Jumping on the NII bandwagon,1291
"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",1292
"Daniel Barbará, Tomasz Imielinski",1293
"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",1294
"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche",1295
Avigdor Gal,1296
"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",1297
Implementing Deductive Databases by Mixed Integer Programming,1298
"Jeffrey Xu Yu, Weifa Liang, Maria E. Orlowska",1299
Bit-Sliced Index Arithmetic,1300
"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",1301
Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System,1302
Flexible support for multiple access control policies,1303
UniSQL's next-generation object-relational database management system,1304
"Hans-Peter Kriegel, Raymond T. Ng, Markus M. Breunig, Jörg Sander",1305
"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",1306
Spatio-Temporal Retrieval with RasDaMan,1307
"Weipeng P. Yan, Per-&#197;ke Larson",1308
Why I Like Working in Academia,1309
"Shalom Tsur, Rajeev Motwani, Sergey Brin, Jeffrey D. Ullman",1310
Agent-based semantic interoperability in infosleuth,1311
Quasi-cubes: exploiting approximations in multidimensional databases,1312
"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov",1313
Estimating Compilation Time of a Query Optimizer,1314
J. D. Tygar,1315
Fr&#233;d&#233;ric Cuppens,1316
Fundamentals of data warehouses: 2nd revised and extended edition,1317
"Laura M. Haas, Donald Kossmann, Ioana Ursu",1318
"Quan Z. Sheng, Anne H. H. Ngu, Ron Lei, Du Q. Huynh",1319
"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",1320
"Wei Wang, Philip S. Yu, Jiong Yang, Jiawei Han",1321
"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",1322
Near Neighbor Search in Large Metric Spaces,1323
"Binto George, Jayant Haritsa",1324
"K. Selçuk Candan, Wen-Syan Li, Kyoji Hirata, Yoshinori Hara",1325
"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",1326
Addressing techniques used in database object managers O2 and ORION,1327
"Jan Chomicki, David Toman, Michael H. Böhlen",1328
"Sihem Amer-Yahia, Theodore Johnson",1329
Chain: operator scheduling for memory minimization in data stream systems,1330
"Richard Anderson, Gopalan Arun, Richard Frank",1331
"David J. DeWitt, Manish Mehta",1332
Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,1333
"Meikel Poess, Chris Floyd",1334
Cubetree: Organization of and Bulk Updates on the Data Cube,1335
Dwarf: shrinking the PetaCube,1336
"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",1337
"Bradley F. Burton, Victor W. Marek",1338
The GMAP: A Versatile Tool for Physical Data Independence,1339
"Narain H. Gehani, William D. Roome, H. V. Jagadish",1340
"Mikael Berndtsson, Jörgen Hansson",1341
Gigascope: high performance network monitoring with an SQL interface,1342
"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",1343
"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002.",1344
Including Group-By in Query Optimization,1345
Query flocks: a generalization of association-rule mining,1346
Applications of the JAVA Programming Language to Database Management,1347
Efficient Computation of Iceberg Cubes with Complex Measures,1348
"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method",1349
Capability Based Mediation in TSIMMIS,1350
"I.-Min A. Chen, Richard Hull, Dennis McLeod",1351
"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",1352
"Kyu Young Whang, Sang Wook Kim, Gio Wiederhold",1353
"Saul Schleimer, Daniel S. Wilkerson, Alex Aiken",1354
Optimization of queries with user-defined predicates,1355
"Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",1356
"Esther Pacitti, Pascale Minet, Eric Simon",1357
Shrinking the Warehouse Update Window,1358
Maintenance of cube automatic summary tables,1359
Managing video data in a mobile environment,1360
Optimizing multidimensional index trees for main memory access,1361
"M. Seetha Lakshmi, Shaoyu Zhou",1362
Time series similarity measures and time series indexing (abstract only),1363
Open GIS and on-line environmental libraries,1364
Analysis of Locking Behavior in Three Real Database Systems,1365
Practical predicate placement,1366
"Ning An, Anand Sivasubramaniam, Narayanan Vijaykrishnan, Mahmut T. Kandemir, Mary Jane Irwin, Sudhanva Gurumurthi",1367
The Access Team,1368
Constraints for Semi-structured Data and XML,1369
QuickStore: a high performance mapped object store,1370
"Leana Golubchik, Kelvin Kwok-Wai Law, John C. S. Lui",1371
"Very Large Databases: How Large, How Different?",1372
The n-tier hub technology,1373
"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",1374
The Aqua Approximate Query Answering System,1375
A Bayesian decision model for cost optimal record matching,1376
A Protein Patent Query System Powered By Kleisli,1377
Decision Tables: Scalable Classification Exploring RDBMS Capabilities,1378
SQL/CLI - A New Binding Style for SQL,1379
Optimization of Dynamic Query Evaluation Plans,1380
"Brian D. Noble, M. Satyanarayanan",1381
Data Analysis and Mining in the Life Sciences,1382
"i3: Intelligent, Interactive Investigaton of OLAP data cubes",1383
"Goetz Graefe, William O'Connell, Andrew Witkowski",1384
MultiMediaMiner: a system prototype for multimedia data mining,1385
Aris Ouksel,1386
"Hector Garcia-Molina, Sudarshan S. Chawathe",1387
Improving index performance through prefetching,1388
"Yannis Papakonstantinou, Vasilis Vassalos",1389
"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",1390
"Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost",1391
"Brigitta K&#246;nig-Ries, Peter C. Lockermann",1392
"Philip A. Bernstein, Shankar Pal, David Shutt",1393
Iterative dynamic programming: a new class of query optimization algorithms,1394
"Surajit Chaudhuri, Kyuseok Shim",1395
Real-Time Index Concurrency Control,1396
"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",1397
EROC: A Toolkit for Building NEATO Query Optimizers,1398
"Mark Roantree, Alan F. Smeaton",1399
Comparative analysis of five XML query languages,1400
Efficient and Effective Clustering Methods for Spatial Data Mining,1401
An Annotated Bibliography on Real-Time Database Systems,1402
"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",1403
"Lihyuarn L. Chang, Edward Y. Chang, Tim Cheng",1404
"Norman S. Matloff, Patrick Tendick",1405
"Richard Swagerman, Nelson Mendonça Mattos, Michael J. Carey, Srinivasa Narayanan, Bennet Vance, Doug Doole, Serge Rielau, Donald D. Chamberlin",1406
Selectivity estimation using probabilistic models,1407
The XXL search engine: ranked retrieval of XML data using indexes and ontologies,1408
Data model for extensible support of explicit relationships in design databases,1409
"Miron Livny, Raghu Ramakrishnan, Donko Donjerkovic, Shilpa Lawande, Jussi Myllymaki, Guangshun Chen, R. Kent Wenger, Kevin S. Beyer",1410
"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",1411
"Tam Nguyen, V. Srinivasan",1412
"Paolo Ciaccia, Paolo Tiberio, Pavel Zezula",1413
Using schematically heterogeneous structures,1414
"Thomas Papadakis, Peter Triantafillou",1415
Formal Query Languages for Secure Relational Databases,1416
On Relational Support for XML Publishing: Beyond Sorting and Tagging,1417
"S. Adali, P. Bonatti, M. L. Sapino, V. S. Subrahmanian",1418
Robust and efficient fuzzy match for online data cleaning,1419
Research in multi-organizational processes and semantic information brokering at the LSDIS lab,1420
"Replication, consistency, and practicality: are these mutually exclusive?",1421
"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",1422
Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,1423
"Yannis E. Ioannidis, Marvin H. Solomon, Odysseas G. Tsatalos",1424
ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,1425
The new middleware,1426
Optimizing multiple dimensional queries simultaneously in multidimensional databases,1427
"Dimitrios Georgakopoulos, Marek Rusinkiewicz, Witold Litwin",1428
"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",1429
On the Discovery of Interesting Patterns in Association Rules,1430
"Yu Xu, Mary F. Fernandez, Sihem Amer-Yahia, Divesh Srivastava",1431
Loading databases using dataflow parallelism,1432
"Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva",1433
The CORAL Deductive System,1434
A Configrable Type Hierarchy Index for OODB,1435
Data modelling in the large,1436
Processing Set Expressions over Continuous Update Streams,1437
Concept Based Design of Data Warehouses: The DWQ Demonstrators,1438
Semantic B2B integration: issues in ontology-based approaches,1439
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",1440
"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",1441
"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",1442
"Workflow Automation: Applications, Technology, and Research (Tutorial)",1443
"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",1444
"Transactional information systems: theory, algorithms, and the practice of concurrency control and recovery",1445
Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases,1446
Databases and transaction processing: an application-oriented approach,1447
Distributed transactions in practice,1448
"Philip Bohannon, Xin (Luna) Dong, Sumit Ganguly, Henry F. Korth, Chengkai Li, P. P. S. Narayan, Pradeep Shenoy",1449
"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",1450
Energy-performance trade-offs for spatial access methods on memory-resident data,1451
David B. Lomet,1452
CapBasED-AMS: A Capability-based and Event-driven Activity Management System,1453
"Edward L. Wimmers, Donald Kossmann, Jun Yang, Laura M. Haas",1454
Automatic Generation of Production Rules for Integrity Maintenance,1455
UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion,1456
Component-based E-Commerce: Assesment of Current Practices and Future Directions,1457
Phillip M. Fernandez,1458
"Dao-I Lin, Peter Piatko, Roman Yangarber, Dennis Shasha",1459
A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,1460
Incremental data Structures and Algorithms for Dynamic Query Interfaces,1461
Proxy-Server Architectures for OLAP,1462
"Gang Zhou, Richard Hull",1463
"Sunil Prabhakar, Radu Sion, Mikhail J. Atallah",1464
"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",1465
Heuristic and randomized optimization for the join ordering problem,1466
"Mihael Ankerst, Bernhard Braunm&#252;ller, Hans-Peter Kriegel, Thomas Seidl",1467
Virtual database technology,1468
Susan Malaika,1469
"Ralph Busse, Michael J. Carey, Daniela Florescu, Martin L. Kersten, Albrecht Schmidt, Florian Waas, Ioana Manolescu",1470
"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",1471
Storing Semistructured Data with STORED,1472
"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",1473
"Peter Dadam, Christian Kalus",1474
The SPIFFI Scalable Video-on-Demand System,1475
"Henry F. Korth, Stephen Blott, Abraham Silberschatz",1476
"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",1477
"Peter A. Boncz, Tim R&#252;hl, Fred Kwakkel",1478
"Theo Härder, Norbert Ritter, Udo Nink",1479
Querying a Multilevel Database: A Logical Analysis,1480
"César A. Galindo-Legaria, Arnon Rosenthal",1481
"Honey, I shrunk the database: footprint, mobility, and beyond",1482
"Markos Zaharioudakis, Michael J. Carey",1483
Semantic B2B integration,1484
"Charu C. Aggarwal, Philip S. Yu",1485
Query Caching and Optimization in Distributed Mediator Systems,1486
Narendra Mohan,1487
"Stefano Ceri, Elena Baralis, Stefano Paraboschi",1488
"Edwin H. Jacox, Hanan Samet",1489
"Tirthankar Lahiri, Vinay Srihari, Wilson Chan, N. MacNaughton, Sashikanth Chandrasekaran",1490
"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",1491
Query Optimization In Compressed Database Systems,1492
"1,999",1493
ACM Transactions on Database Systems (TODS) ,1494
"Johannes Gehrke, Raghu Ramakrishnan, Venkatesh Ganti",1495
Database Architecture Optimized for the New Bottleneck: Memory Access,1496
"Alexandros Biliris, Banu Özden, Abraham Silberschatz, Rajeev Rastogi",1497
STREAM: the stanford stream data manager (demonstration description),1498
Optimizing Jan Jannink's Implementation of B+-tree deletion,1499
"K. Sel&#231;uk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",1500
Enhancing External Consistency in Real-Time Transactions,1501
"Sophie Cluet, Fanny Wattez, Véronique Benzaken, Guy Ferran, Christian Fiegel",1502
"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",1503
Sybase Replication Server,1504
"Tolga Bozkaya, Meral Ozsoyoglu",1505
A Pattern-Based Object Calculus,1506
The Data That You Won't Find in Databases: Tutorial panel on data exchange formats,1507
U&#287;ur &#199;etintemel,1508
"Dengfeng Gao, Eileen Tien Lin, Jun Rao, Ihab F. Ilyas, Guy M. Lohman",1509
"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",1510
Torsten Grust,1511
L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,1512
"Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",1513
"Scalable Feature Selection, Classification and Signature Generation for Organizing Large Text Databases into Hierarchical Topic Taxonomies",1514
Heuristic and Randomized Optimization for the Join Ordering Problem,1515
2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,1516
"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations",1517
Stream processing of XPath queries with predicates,1518
The role of B2B engines in B2B integration architectures,1519
Implementing data cubes efficiently,1520
TIMBER: a native system for querying XML,1521
"Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",1522
High-dimensional index structures database support for next decade's applications (tutorial),1523
Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,1524
"Jennifer Widom, Elena Baralis",1525
"Kaushik Dutta, Anindya Datta, Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas",1526
"David Wai-Lok Cheung, Ada Wai-Chee Fu",1527
Similarity Search in High Dimensions via Hashing,1528
Business data management for business-to-business electronic commerce,1529
Spatial and Temporal Content-Based Access to Hypervideo Databases,1530
"Tak W. Yan, Hector Garcia-Molina",1531
"Peter M. G. Apers, Stefano Ceri, Richard T. Snodgrass",1532
Mining Frequent Itemsets Using Support Constraints,1533
The MLPQ/GIS constraint database system,1534
"Minos N. Garofalakis, Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",1535
"Hwee Hwa Pang, Michael J. Carey, Miron Livny",1536
"Yufei Tao, Jun Zhang, Dimitris Papadias",1537
FeedbackBypass: A New Approach to Interactive Similarity Query Processing,1538
Walking Through a Very Large Virtual Environment in Real-time,1539
"Bruce K. Hillyer, Avi Silberschatz",1540
Approximate Query Translation Across Heterogeneous Information Sources,1541
"Kenneth A. Ross, Jingren Zhou",1542
"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",1543
CORPORATE The Access Team Microsoft,1544
"Alexandros Biliris, Euthimios Panagos",1545
"Valeria De Antonellis, Barbara Pernici, Maria Grazia Fugini, Silvana Castano",1546
The Role of B2B Engines in B2B Integration Architectures,1547
Using the CALANDA time series management system,1548
An Extensible Compressor for XML Data,1549
"Susanne Englert, Ray Glasstone, Waqar Hasan",1550
"Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",1551
Designing wrapper components for e-services in integrating heterogeneous systems,1552
"David J. Abel, Kerry Taylor, Dean Kun",1553
"Theo Härder, Joachim Thomas, Günter Sauter",1554
Integration approaches for CIM,1555
Multi-dimensional Resource Scheduling for Parallel Queries,1556
"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton",1557
"Letizia Tanca, Piero Fraternali",1558
"Marek Rusinkiewicz, Dimitrios Georgakopoulos, Witold Litwin",1559
"Divesh Srivastava, Nick Koudas, Nicolas Bruno",1560
"Mauricio A. Hern&#225;ndez, Salvatore J. Stolfo",1561
"Christian S. Jensen, Richard T. Snodgrass, Giedrius Slivinskas",1562
Inferring Function Semantics to Optimize Queries,1563
Michael A. Olson,1564
Dynamic Multi-Resource Load Balancing in Parallel Database Systems,1565
Update Propagation Strategies for Improving the Quality of Data on the Web,1566
"G. M. Bryan, W. E. Moore, B. J. Curry, K. W. Lodge, J. Geyer",1567
Change detection in hierarchically structured information,1568
"Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",1569
"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",1570
Association rules over interval data,1571
"David Buttler, Wei Tang, Calton Pu, Wei Han, Ling Liu",1572
Krishna G. Kulkarni,1573
"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",1574
"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",1575
Guest Editor's Introduction,1576
Multiway spatial joins,1577
"Flip Korn, H. V. Jagadish, Christos Faloutsos",1578
Parallelising OODBMS Traversals: A Performance Evaluation,1579
"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",1580
"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",1581
FileNet integrated document management database usage and issues,1582
Martin Grohe,1583
"Jeroen Hoppenbrouwers, Mike P. Papazoglou",1584
The Lowell report,1585
On random sampling over joins,1586
Optimizing Disjunctive Queries with Expensive Predicates,1587
"Prakash Sundaresan, Jim Gray, Robert Barnes, Tom Barclay",1588
"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",1589
The Multidimensional Database System RasDaMan,1590
Random I/O Scheduling in Online Tertiary Storage Systems,1591
An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents,1592
XRANK: ranked keyword search over XML documents,1593
Efficient view maintenance at data warehouses,1594
Catching the Boat with Strudel: Experiences with a Web-Site Management System,1595
Comparative Analysis of Six XML Schema Languages,1596
The Fittest Survives: An Adaptive Approach to Query Optimization,1597
Query Engines for Web-Accessible XML Data,1598
Building database-driven electronic catalogs,1599
Turbo-charging vertical mining of large databases,1600
&#214;zg&#252;r Ulusoy,1601
"Elaheh Pourabbas, Alberto d'Onofrio",1602
The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,1603
Efficiently Instantiating View-Objects From Remote Relational Databases,1604
Text databases: a survey of text models and systems,1605
Dissemination of Dynamic Data,1606
"Carlo Zaniolo, Vassilis J. Tsotras, Shu-Yao Chien",1607
Report on the First International Workshop an Efficient Web-based Information Systems,1608
"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",1609
"Jo&#227;o B. D. Cabrera, Lundy Lewis, Raman K. Mehra",1610
Semantic Compression and Pattern Extraction with Fascicles,1611
Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,1612
Rapid bushy join-order optimization with Cartesian products,1613
Architecture of Oracle Parallel Server,1614
"Maria Zemankova, Yannis E. Ioannidis",1615
A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,1616
New TPC benchmarks for decision support and web commerce,1617
"Mary Fernandez, Atsuyuki Morishima, Dan Suciu",1618
C. Gregory Doherty,1619
Peter Z. Revesz,1620
"Replication, Consistency, and Practicality: Are These Mutually Exclusive?",1621
"Lukasz Golab, M. Tamer &#214;zsu",1622
Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis,1623
"Dean Daniels, Lip Boon Doo, Alan Downing, Curtis Elsbernd, Gary Hallmark, Sandeep Jain, Bob Jenkins, Peter Lim, Gordon Smith, Benny Souder, Jim Stamos",1624
A Novel Index Supporting High Volume Data Warehouse Insertion,1625
"Andreas Koeller, Amy J. Lee, Xin Zhang, Anisoara Nica, Elke A. Rundensteiner, Amber van Wyk, Yong Li",1626
"Vigyan Singhal, Alan Jay Smith",1627
Static analysis techniques for predicting the behavior of active database rules,1628
"Minos N. Garofalakis, Neoklis Polyzotis",1629
Scientist's Called Upon to Take Actions,1630
Statistical synopses for graph-structured XML databases,1631
An XJML-based wrapper generator for Web information extraction,1632
The hcC-tree: An Efficient Index Structure for Object Oriented Databases,1633
Rights Protection for Relational Data,1634
On parallel processing of aggregate and scalar functions in object-relational DBMS,1635
"Jianhua Lv, Yubin Bao, Hongjun Lu, Ge Yu, Guoren Wang, Yaxin Yu",1636
"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",1637
Oded Shmueli,1638
"Aiqun Du, James P. Callan, Margaret E. Connell",1639
Fast Algorithms for Universal Quantification in Large Databases,1640
Database Research at UT Arlington,1641
A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces,1642
"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari, Guy Ferran, Jo&#235;lle Madec",1643
"Beng Chin Ooi, Kian-Lee Tan, Hongjun Lu",1644
Database systems-breaking out of the box,1645
Clustering Validity Checking Methods: Part II,1646
"Nikolaos Sidiropoulos, Christos Faloutsos, H. V. Jagadish",1647
Jim Kleewein,1648
"Øystein Torbjørnsen, Svein Erik Bratsberg",1649
Analysis of navigation behaviour in web sites integrating multiple information systems,1650
An Internet-based negotiation server for e-commerce,1651
InterViso: dealing with the complexity of federated database access,1652
"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",1653
Data Placement in Shared-Nothing Parallel Database Systems,1654
"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",1655
VXMLR: A Visual XML-Relational Database System,1656
Join Synopses for Approximate Query Answering,1657
"Georgios Evangelidis, Betty Salzberg, David B. Lomet",1658
Clustering Categorical Data: An Approach Based on Dynamical Systems,1659
An Introduction to Spatial Database Systems,1660
UniSQL's Next-Generation Object-Relational Database Management System,1661
Minimal probing: supporting expensive predicates for top-k queries,1662
Rule languages and internal algebras for rule-based optimizers,1663
Real World Requirements for Decision Support - Implications for RDBMS,1664
"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",1665
Approximate medians and other quantiles in one pass and with limited memory,1666
"H. Olivie, R. Maelbrancke",1667
"Chiang Lee, Chia-Jung Chen, Hongjun Lu",1668
"2,001",1669
Hypertext Databases and Data Mining,1670
Chris Eaton,1671
"Nenad A. Jukic, Susan V. Vrbsky",1672
"Marisa S. Viveros, John P. Nearhos, Michael J. Rothman",1673
"Hamid Pirahesh, Inderpal Singh Mumick, Raghu Ramakrishnan, Sheldon J. Finkelstein",1674
The ORES Temporal Database Management System,1675
"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",1676
"Nathan Goodman, Steve Rozen, Lincoln Stein",1677
"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",1678
"H. V. Jagadish, J. Madar, Raymond T. Ng",1679
Frank Neven,1680
Capturing and Querying Multiple Aspects of Semistructured Data,1681
SERF: ODMG-Based Generic Re-structuring Facility,1682
Daniel A. Keim,1683
Effective Timestamping in Databases,1684
"Igor Tatarinov, Zachary Ives, Jayant Madhavan, Alon Halevy, Dan Suciu, Nilesh Dalvi, Xin (Luna) Dong, Yana Kadiyska, Gerome Miklau, Peter Mork",1685
"Ulrich Güntzer, Werner Kießling, Wolf-Tilo Balke",1686
Modularization Techniques for Active Rules Design,1687
