age,education,race,sex
31-50,7th-8th,White,Male
31-50,Bachelors,Black,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
18-21,Doctorate,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
18-21,Masters,White,Female
31-50,Bachelors,White,Female
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
18-21,Prof-school,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-acdm,Asian-Pac-Islander,Male
31-50,Some-college,White,Male
31-50,5th-6th,White,Male
<18,Assoc-acdm,White,Female
18-21,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
<18,Masters,White,Female
31-50,5th-6th,Black,Male
31-50,HS-grad,White,Male
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Female
18-21,HS-grad,White,Male
31-50,Bachelors,Black,Female
31-50,HS-grad,White,Female
18-21,Some-college,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,Black,Male
<18,Some-college,Black,Female
31-50,Assoc-voc,White,Female
31-50,HS-grad,White,Male
31-50,Masters,Black,Male
31-50,Bachelors,White,Female
31-50,Prof-school,Black,Male
31-50,Bachelors,White,Female
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Assoc-acdm,White,Male
31-50,Masters,Asian-Pac-Islander,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
31-50,12th,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,White,Male
18-21,Some-college,White,Male
18-21,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,9th,Black,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
<18,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
18-21,Assoc-acdm,White,Female
<18,Bachelors,White,Male
31-50,9th,Black,Female
<18,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,10th,White,Male
31-50,11th,Black,Male
31-50,HS-grad,White,Female
31-50,Some-college,Amer-Indian-Eskimo,Female
31-50,Bachelors,White,Male
<18,Masters,Asian-Pac-Islander,Male
18-21,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,1st-4th,Black,Male
31-50,Some-college,White,Male
31-50,10th,Black,Male
31-50,Bachelors,White,Male
<18,Masters,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,Bachelors,White,Female
18-21,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Masters,White,Male
31-50,HS-grad,Black,Male
31-50,HS-grad,White,Male
18-21,HS-grad,White,Male
18-21,HS-grad,Black,Female
31-50,Bachelors,White,Male
31-50,Assoc-voc,White,Female
18-21,Masters,Black,Male
31-50,HS-grad,Black,Male
<18,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,Bachelors,Black,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,11th,White,Male
31-50,Bachelors,White,Male
18-21,Assoc-acdm,White,Male
31-50,HS-grad,White,Male
31-50,10th,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Male
31-50,HS-grad,White,Female
31-50,11th,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Assoc-acdm,White,Male
31-50,Some-college,White,Male
31-50,Masters,White,Male
31-50,HS-grad,White,Female
31-50,Assoc-voc,White,Male
31-50,Bachelors,White,Female
31-50,Some-college,White,Male
31-50,12th,White,Female
31-50,Preschool,White,Female
18-21,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Assoc-acdm,Black,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
<18,HS-grad,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,White,Male
18-21,Some-college,White,Male
18-21,Bachelors,White,Male
<18,Bachelors,Black,Female
31-50,Some-college,Asian-Pac-Islander,Female
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Male
31-50,Prof-school,White,Male
<18,Bachelors,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
<18,Prof-school,White,Male
31-50,Assoc-acdm,Black,Male
31-50,Some-college,Asian-Pac-Islander,Female
31-50,Some-college,Asian-Pac-Islander,Male
18-21,Bachelors,White,Male
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,Prof-school,White,Male
31-50,Masters,Black,Male
31-50,HS-grad,Black,Female
31-50,9th,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
<18,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Female
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
31-50,11th,Black,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Male
18-21,Prof-school,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
18-21,Bachelors,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Female
<18,HS-grad,White,Male
31-50,HS-grad,White,Female
18-21,Masters,White,Male
18-21,Assoc-acdm,White,Male
31-50,Assoc-acdm,White,Female
31-50,Bachelors,White,Male
31-50,Some-college,Black,Female
31-50,Some-college,White,Male
18-21,Masters,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Masters,White,Male
<18,Bachelors,White,Male
31-50,Masters,White,Female
31-50,Bachelors,White,Male
31-50,Masters,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Masters,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,Black,Female
31-50,Assoc-acdm,White,Male
31-50,Masters,White,Female
31-50,Prof-school,White,Male
31-50,Bachelors,White,Male
18-21,Some-college,Black,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
<18,Prof-school,White,Female
31-50,HS-grad,White,Male
31-50,Bachelors,Black,Male
31-50,Bachelors,White,Female
31-50,HS-grad,Amer-Indian-Eskimo,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,11th,White,Male
18-21,Bachelors,White,Male
31-50,Some-college,White,Female
<18,Masters,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,11th,Black,Male
31-50,HS-grad,White,Male
18-21,Doctorate,White,Male
31-50,Bachelors,White,Male
<18,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
18-21,Masters,White,Female
18-21,Masters,White,Female
18-21,Bachelors,White,Male
<18,HS-grad,White,Male
18-21,Some-college,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Female
18-21,Bachelors,White,Male
31-50,Masters,White,Male
31-50,HS-grad,White,Female
31-50,Prof-school,White,Female
31-50,Bachelors,White,Female
<18,Bachelors,White,Male
31-50,Some-college,Black,Female
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
31-50,Doctorate,White,Female
18-21,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Female
31-50,Assoc-voc,Asian-Pac-Islander,Male
31-50,Some-college,White,Male
<18,Bachelors,White,Male
18-21,Assoc-acdm,White,Female
31-50,Some-college,White,Female
<18,Doctorate,White,Male
<18,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,10th,White,Female
31-50,Some-college,Black,Female
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Masters,White,Female
31-50,Some-college,White,Female
31-50,9th,White,Male
31-50,Some-college,Black,Female
31-50,HS-grad,White,Male
31-50,Bachelors,Black,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Masters,Black,Male
31-50,Some-college,White,Female
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,10th,White,Male
31-50,Some-college,White,Male
<18,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
31-50,Bachelors,White,Male
31-50,Bachelors,Black,Male
31-50,HS-grad,White,Male
31-50,5th-6th,Black,Female
31-50,HS-grad,Asian-Pac-Islander,Male
<18,Bachelors,White,Male
31-50,HS-grad,Black,Female
31-50,Assoc-voc,White,Male
18-21,Masters,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,Masters,White,Female
31-50,HS-grad,White,Female
31-50,11th,White,Female
31-50,Bachelors,White,Male
<18,Masters,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
31-50,Assoc-acdm,White,Female
31-50,Assoc-acdm,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,White,Female
<18,HS-grad,White,Male
31-50,Masters,White,Male
18-21,Some-college,White,Male
31-50,Some-college,Black,Male
31-50,5th-6th,Black,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-voc,Black,Female
31-50,Masters,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Female
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
18-21,Bachelors,White,Male
<18,Masters,White,Male
31-50,Some-college,White,Female
31-50,Some-college,White,Female
<18,HS-grad,White,Male
<18,Some-college,White,Male
31-50,Bachelors,White,Male
<18,Bachelors,Black,Female
31-50,Bachelors,Black,Female
31-50,Some-college,White,Female
<18,12th,White,Male
31-50,Bachelors,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,Black,Female
31-50,Bachelors,White,Female
31-50,Some-college,White,Female
31-50,Bachelors,Black,Male
<18,Some-college,White,Male
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
<18,Masters,White,Female
31-50,Assoc-voc,White,Male
31-50,Assoc-voc,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Female
31-50,Masters,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
18-21,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,11th,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
18-21,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,Black,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Female
31-50,11th,White,Female
31-50,HS-grad,White,Male
31-50,11th,Black,Female
31-50,12th,Black,Male
31-50,Assoc-voc,White,Male
31-50,Bachelors,White,Female
18-21,Prof-school,White,Male
31-50,Masters,White,Male
31-50,Masters,White,Female
18-21,Bachelors,Black,Male
31-50,HS-grad,White,Male
31-50,Masters,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Female
31-50,Assoc-acdm,White,Male
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,Black,Female
31-50,HS-grad,Asian-Pac-Islander,Female
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
<18,Masters,Other,Female
31-50,Bachelors,Black,Female
18-21,Bachelors,Black,Female
18-21,Masters,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Female
<18,12th,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Male
18-21,HS-grad,White,Male
18-21,HS-grad,White,Male
31-50,7th-8th,White,Male
31-50,Prof-school,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,Asian-Pac-Islander,Male
31-50,10th,Black,Male
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Masters,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
<18,Some-college,White,Male
31-50,Masters,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Female
<18,Prof-school,White,Male
18-21,Bachelors,White,Male
31-50,Doctorate,Other,Male
31-50,Assoc-acdm,White,Male
31-50,Some-college,White,Female
<18,HS-grad,White,Female
31-50,HS-grad,Black,Female
31-50,Bachelors,Black,Male
31-50,Bachelors,Black,Male
31-50,11th,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,Black,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,Black,Female
31-50,Some-college,White,Female
<18,Masters,White,Male
18-21,Bachelors,Black,Female
<18,Bachelors,White,Male
18-21,Doctorate,White,Male
31-50,Bachelors,White,Female
31-50,Some-college,Asian-Pac-Islander,Male
31-50,HS-grad,White,Male
31-50,Assoc-voc,White,Male
18-21,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Masters,White,Male
31-50,HS-grad,White,Male
31-50,10th,White,Male
31-50,Some-college,White,Female
31-50,Some-college,White,Male
<18,Prof-school,White,Male
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
31-50,Masters,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,Black,Male
18-21,HS-grad,White,Male
31-50,Assoc-acdm,Black,Female
31-50,Some-college,Black,Female
31-50,HS-grad,Amer-Indian-Eskimo,Male
31-50,Assoc-acdm,Black,Female
31-50,Some-college,White,Female
31-50,Masters,White,Male
<18,Bachelors,Black,Male
31-50,Prof-school,White,Male
18-21,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,Assoc-acdm,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Female
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
18-21,Prof-school,White,Male
31-50,HS-grad,Black,Female
31-50,Bachelors,White,Male
31-50,9th,Black,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
<18,Doctorate,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,Black,Male
18-21,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,10th,Black,Female
31-50,Some-college,Black,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,Asian-Pac-Islander,Male
31-50,Masters,White,Male
31-50,Bachelors,Black,Male
18-21,Bachelors,White,Male
<18,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
<18,HS-grad,White,Male
31-50,HS-grad,Amer-Indian-Eskimo,Female
31-50,Some-college,Black,Female
31-50,11th,White,Male
31-50,10th,White,Male
31-50,HS-grad,White,Male
<18,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,10th,White,Male
31-50,Assoc-voc,Black,Female
31-50,7th-8th,White,Male
18-21,Prof-school,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
<18,Masters,White,Female
31-50,HS-grad,White,Male
31-50,5th-6th,Black,Male
31-50,Prof-school,Black,Male
31-50,Some-college,Black,Female
31-50,Assoc-acdm,White,Female
31-50,HS-grad,White,Female
18-21,Masters,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Female
31-50,12th,White,Male
<18,Some-college,Black,Male
31-50,HS-grad,White,Male
31-50,Bachelors,Black,Female
31-50,Masters,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,Black,Female
18-21,Some-college,White,Male
31-50,9th,Black,Male
31-50,Assoc-voc,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
18-21,Masters,Black,Female
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,White,Male
18-21,Masters,White,Male
31-50,Some-college,White,Male
31-50,5th-6th,Black,Female
31-50,HS-grad,White,Male
31-50,Some-college,Black,Female
31-50,12th,White,Female
31-50,10th,White,Male
31-50,Masters,White,Male
31-50,Some-college,Black,Male
<18,HS-grad,White,Male
31-50,Assoc-voc,Black,Female
31-50,HS-grad,White,Female
18-21,Masters,White,Female
31-50,Preschool,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,Amer-Indian-Eskimo,Female
18-21,Some-college,White,Male
<18,Bachelors,White,Female
31-50,Masters,White,Female
<18,Assoc-voc,White,Male
31-50,Some-college,White,Female
31-50,Bachelors,Black,Male
31-50,Masters,White,Female
18-21,Bachelors,White,Female
<18,Bachelors,White,Female
<18,Masters,White,Male
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Male
18-21,Bachelors,Black,Male
31-50,HS-grad,White,Female
31-50,Prof-school,White,Male
31-50,Bachelors,Black,Male
31-50,Bachelors,White,Male
18-21,Masters,White,Male
18-21,HS-grad,Black,Male
31-50,Some-college,White,Male
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Female
31-50,Assoc-acdm,Black,Male
31-50,HS-grad,White,Male
31-50,Some-college,Black,Female
<18,Bachelors,White,Male
<18,HS-grad,White,Male
31-50,Bachelors,Black,Female
31-50,HS-grad,Amer-Indian-Eskimo,Female
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
31-50,Bachelors,White,Female
31-50,Prof-school,White,Female
31-50,Some-college,Black,Male
<18,HS-grad,White,Male
18-21,Prof-school,White,Male
31-50,Assoc-acdm,White,Male
31-50,HS-grad,Black,Male
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Female
18-21,HS-grad,White,Male
31-50,10th,White,Female
31-50,Assoc-acdm,White,Female
<18,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
<18,Some-college,White,Male
31-50,7th-8th,Other,Female
31-50,HS-grad,White,Male
31-50,Masters,Black,Female
18-21,Bachelors,White,Male
31-50,Some-college,Black,Female
31-50,Prof-school,White,Female
31-50,Some-college,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Female
<18,Bachelors,White,Female
31-50,HS-grad,White,Male
<18,Bachelors,White,Male
31-50,Bachelors,Asian-Pac-Islander,Female
31-50,HS-grad,Black,Female
31-50,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,Black,Female
18-21,Masters,Black,Male
31-50,Bachelors,White,Male
31-50,Assoc-voc,Black,Male
31-50,HS-grad,White,Male
31-50,Some-college,Black,Female
<18,Doctorate,White,Female
31-50,Some-college,White,Female
18-21,Some-college,White,Female
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,Black,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Assoc-acdm,Black,Male
31-50,Assoc-acdm,White,Male
31-50,10th,Black,Female
31-50,Bachelors,White,Male
31-50,9th,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,11th,White,Female
31-50,HS-grad,White,Male
18-21,Masters,White,Female
31-50,11th,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,Masters,Black,Male
31-50,Masters,White,Female
31-50,Some-college,White,Female
31-50,Masters,White,Male
31-50,Masters,White,Female
<18,Bachelors,White,Female
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
18-21,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,Prof-school,White,Male
31-50,HS-grad,White,Male
18-21,Some-college,Asian-Pac-Islander,Male
31-50,Assoc-voc,White,Male
31-50,Assoc-acdm,White,Male
31-50,Some-college,Black,Female
<18,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Male
31-50,Some-college,Black,Male
31-50,HS-grad,Asian-Pac-Islander,Male
31-50,Masters,White,Male
31-50,Masters,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,11th,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Male
<18,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,5th-6th,Black,Male
18-21,Masters,White,Male
31-50,Some-college,White,Male
<18,Assoc-voc,White,Male
31-50,Assoc-acdm,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,Black,Male
31-50,Bachelors,White,Male
31-50,12th,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Female
31-50,Assoc-acdm,White,Male
31-50,Some-college,White,Male
31-50,11th,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
31-50,HS-grad,White,Male
31-50,Bachelors,Black,Female
18-21,Doctorate,White,Male
18-21,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Female
18-21,Some-college,White,Male
31-50,HS-grad,Other,Female
31-50,9th,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
18-21,Prof-school,White,Male
31-50,Assoc-voc,White,Female
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,Doctorate,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
<18,Some-college,White,Male
31-50,Some-college,White,Male
31-50,Masters,White,Female
31-50,HS-grad,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Female
31-50,HS-grad,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-acdm,White,Female
31-50,HS-grad,Black,Male
31-50,Assoc-acdm,White,Male
31-50,11th,White,Male
31-50,Bachelors,White,Female
31-50,Assoc-voc,White,Female
18-21,Some-college,White,Male
31-50,Bachelors,White,Female
31-50,HS-grad,White,Male
18-21,Bachelors,White,Male
31-50,Bachelors,White,Female
31-50,Assoc-voc,White,Male
31-50,Some-college,White,Female
<18,HS-grad,Black,Male
31-50,HS-grad,Black,Female
<18,Some-college,White,Male
31-50,HS-grad,Black,Male
31-50,Bachelors,Asian-Pac-Islander,Male
31-50,HS-grad,White,Male
31-50,Some-college,Black,Female
31-50,12th,White,Male
31-50,HS-grad,White,Male
31-50,10th,White,Female
31-50,HS-grad,White,Male
31-50,9th,White,Male
31-50,Bachelors,White,Female
31-50,Assoc-acdm,White,Female
31-50,Some-college,White,Male
18-21,Masters,White,Male
<18,Masters,White,Male
31-50,Bachelors,White,Female
31-50,9th,White,Male
31-50,7th-8th,Black,Male
31-50,HS-grad,Black,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,10th,White,Male
31-50,10th,White,Male
18-21,HS-grad,White,Female
31-50,Bachelors,Black,Male
18-21,HS-grad,White,Male
31-50,Masters,White,Female
<18,Assoc-voc,White,Male
31-50,Bachelors,Black,Male
31-50,Bachelors,White,Male
<18,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Some-college,Black,Male
18-21,Masters,White,Male
31-50,HS-grad,White,Male
18-21,Bachelors,Black,Male
31-50,10th,Black,Female
<18,Masters,Black,Male
31-50,HS-grad,White,Male
<18,Some-college,White,Male
31-50,HS-grad,White,Female
31-50,11th,White,Male
18-21,Some-college,White,Male
31-50,9th,White,Male
31-50,HS-grad,White,Male
31-50,Assoc-voc,White,Female
31-50,Bachelors,White,Female
18-21,Bachelors,White,Male
31-50,Assoc-voc,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Female
31-50,Bachelors,Black,Female
31-50,HS-grad,White,Male
18-21,HS-grad,White,Male
18-21,Assoc-acdm,White,Female
18-21,Doctorate,Asian-Pac-Islander,Male
31-50,Some-college,White,Male
18-21,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,11th,White,Female
31-50,Some-college,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,HS-grad,Black,Female
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,Some-college,White,Male
31-50,Bachelors,White,Male
31-50,Bachelors,White,Male
<18,HS-grad,White,Male
31-50,10th,White,Male
18-21,Some-college,Black,Male
18-21,HS-grad,White,Male
31-50,11th,White,Male
31-50,Some-college,Amer-Indian-Eskimo,Male
<18,Bachelors,Black,Male
31-50,HS-grad,White,Male
31-50,Some-college,White,Male
31-50,Prof-school,White,Female
31-50,Assoc-voc,White,Female
31-50,Bachelors,Black,Female
<18,Some-college,White,Male
31-50,11th,White,Female
<18,Bachelors,White,Male
31-50,Bachelors,Black,Male
31-50,Some-college,Amer-Indian-Eskimo,Male
31-50,HS-grad,Black,Female
31-50,Bachelors,White,Female
31-50,HS-grad,White,Female
<18,Masters,White,Male
31-50,Some-college,White,Female
31-50,Bachelors,White,Female
31-50,HS-grad,White,Female
31-50,Assoc-voc,Amer-Indian-Eskimo,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Female
31-50,HS-grad,White,Male
31-50,Bachelors,White,Male
31-50,HS-grad,Black,Male
31-50,Some-college,Asian-Pac-Islander,Female
31-50,Masters,White,Male
31-50,Some-college,White,Male
31-50,Bachelors,White,Female
31-50,Masters,White,Male
31-50,HS-grad,White,Male
31-50,Bachelors,White,Female
31-50,Some-college,White,Female
31-50,Bachelors,White,Male
31-50,HS-grad,White,Male
31-50,Masters,White,Female
31-50,Bachelors,White,Male
31-50,Assoc-voc,White,Male
31-50,Bachelors,White,Male
<18,HS-grad,White,Male
31-50,Some-college,White,Male
