id,flight,act_dep_time,act_arr_time
500,AA-1279-DFW-PHX,1:48 PM,3:30 PM
501,AA-1279-DFW-PHX,2:04 PM,3:13 PM
502,AA-1279-DFW-PHX,,
503,AA-1279-DFW-PHX,2:04 PM,3:19 PM
504,AA-466-IAH-MIA,6:08 AM,9:05 AM
505,AA-466-IAH-MIA,6:09 AM,8:50 AM
506,AA-466-IAH-MIA,6:09 AM,8:50 AM
507,AA-466-IAH-MIA,6:09 AM,8:50 AM
508,AA-466-IAH-MIA,6:09 AM,8:50 AM
509,AA-466-IAH-MIA,6:09 AM,8:50 AM
510,AA-466-IAH-MIA,6:08 AM,8:50 AM
511,AA-466-IAH-MIA,6:08 AM,8:50 AM
512,AA-466-IAH-MIA,6:08 AM,9:05 AM
513,AA-466-IAH-MIA,6:08 AM,9:05 AM
514,AA-466-IAH-MIA,6:08 AM,9:05 AM
515,AA-466-IAH-MIA,6:08 AM,9:05 AM
516,AA-466-IAH-MIA,6:08 AM,9:05 AM
517,AA-466-IAH-MIA,6:08 AM,9:05 AM
518,AA-466-IAH-MIA,6:09 AM,9:05 AM
519,AA-466-IAH-MIA,6:09 AM,9:05 AM
520,AA-466-IAH-MIA,6:09 AM,9:05 AM
521,AA-466-IAH-MIA,6:09 AM,9:05 AM
522,AA-466-IAH-MIA,6:09 AM,9:05 AM
523,AA-466-IAH-MIA,6:09 AM,9:00 AM
524,AA-466-IAH-MIA,5:58 AM,9:05 AM
525,AA-466-IAH-MIA,5:58 AM,9:05 AM
526,AA-466-IAH-MIA,6:09 AM,8:50 AM
527,AA-466-IAH-MIA,,9:04 AM
528,AA-466-IAH-MIA,6:09 AM,9:00 AM
529,AA-466-IAH-MIA,5:58 AM,9:05 AM
530,AA-466-IAH-MIA,6:09 AM,9:00 AM
531,UA-2906-PHL-MCO,4:28 PM,6:38 PM
532,UA-2906-PHL-MCO,4:44 PM,6:28 PM
533,UA-2906-PHL-MCO,4:44 PM,6:28 PM
534,UA-2906-PHL-MCO,4:44 PM,6:28 PM
535,UA-2906-PHL-MCO,4:44 PM,6:28 PM
536,UA-2906-PHL-MCO,4:45 PM,6:34 PM
537,UA-2906-PHL-MCO,4:45 PM,6:34 PM
538,UA-2906-PHL-MCO,4:28 PM,6:38 PM
539,UA-2906-PHL-MCO,4:28 PM,6:38 PM
540,UA-2906-PHL-MCO,4:28 PM,6:38 PM
541,UA-2906-PHL-MCO,4:28 PM,6:38 PM
542,UA-2906-PHL-MCO,4:28 PM,6:38 PM
543,UA-2906-PHL-MCO,4:28 PM,6:38 PM
544,UA-2906-PHL-MCO,4:46 PM,6:35 PM
545,UA-2906-PHL-MCO,4:46 PM,6:35 PM
546,UA-2906-PHL-MCO,4:46 PM,6:35 PM
547,UA-2906-PHL-MCO,4:46 PM,6:35 PM
548,UA-2906-PHL-MCO,4:46 PM,6:35 PM
549,UA-2906-PHL-MCO,4:46 PM,6:35 PM
550,UA-2906-PHL-MCO,,Dec 01 - Contact Airline
551,UA-2906-PHL-MCO,4:28 PM,6:38 PM
552,UA-2906-PHL-MCO,,
553,UA-2906-PHL-MCO,4:28 PM,6:38 PM
554,UA-2906-PHL-MCO,4:46 PM,6:36 PM
555,UA-2830-MCO-CLT,3:27 PM,5:17 PM
556,UA-2830-MCO-CLT,3:50 PM,5:14 PM
557,UA-2830-MCO-CLT,3:50 PM,5:14 PM
558,UA-2830-MCO-CLT,3:50 PM,5:14 PM
559,UA-2830-MCO-CLT,3:50 PM,5:14 PM
560,UA-2830-MCO-CLT,3:28 PM,5:17 PM
561,UA-2830-MCO-CLT,3:28 PM,5:17 PM
562,UA-2830-MCO-CLT,3:28 PM,5:17 PM
563,UA-2830-MCO-CLT,3:28 PM,5:17 PM
564,UA-2830-MCO-CLT,3:28 PM,5:17 PM
565,UA-2830-MCO-CLT,3:28 PM,5:17 PM
566,UA-2830-MCO-CLT,3:50 PM,5:17 PM
567,UA-2830-MCO-CLT,3:50 PM,5:17 PM
568,UA-2830-MCO-CLT,3:50 PM,5:17 PM
569,UA-2830-MCO-CLT,3:50 PM,5:17 PM
570,UA-2830-MCO-CLT,3:50 PM,5:17 PM
571,UA-2830-MCO-CLT,3:50 PM,5:17 PM
572,UA-2830-MCO-CLT,,Dec 01 - Contact Airline
573,UA-2830-MCO-CLT,3:28 PM,5:17 PM
574,UA-2830-MCO-CLT,,
575,UA-2830-MCO-CLT,,Dec 01 - Contact Airline
576,UA-2515-DFW-CLT,7:05 AM,10:47 AM
577,UA-2515-DFW-CLT,7:30 AM,10:43 AM
578,UA-2515-DFW-CLT,7:30 AM,10:43 AM
579,UA-2515-DFW-CLT,7:30 AM,10:43 AM
580,UA-2515-DFW-CLT,7:30 AM,10:43 AM
581,UA-2515-DFW-CLT,7:07 AM,10:47 AM
582,UA-2515-DFW-CLT,7:07 AM,10:47 AM
583,UA-2515-DFW-CLT,7:07 AM,10:47 AM
584,UA-2515-DFW-CLT,7:07 AM,10:47 AM
585,UA-2515-DFW-CLT,7:07 AM,10:47 AM
586,UA-2515-DFW-CLT,7:31 AM,10:45 AM
587,UA-2515-DFW-CLT,7:31 AM,10:45 AM
588,UA-2515-DFW-CLT,7:31 AM,10:45 AM
589,UA-2515-DFW-CLT,7:31 AM,10:45 AM
590,UA-2515-DFW-CLT,7:31 AM,10:45 AM
591,UA-2515-DFW-CLT,7:31 AM,10:45 AM
592,UA-2515-DFW-CLT,Dec 01 - Contact Airline,Dec 01 - Contact Airline
593,UA-2515-DFW-CLT,7:07 AM,10:47 AM
594,UA-2515-DFW-CLT,,
595,UA-2515-DFW-CLT,7:07 AM,10:47 AM
596,UA-2515-DFW-CLT,7:31 AM,10:45 AM
597,AA-789-ORD-DEN,1:19 PM,3:13 PM
598,AA-789-ORD-DEN,1:20 PM,2:49 PM
599,AA-789-ORD-DEN,1:20 PM,2:49 PM
600,AA-789-ORD-DEN,1:20 PM,2:49 PM
601,AA-789-ORD-DEN,1:20 PM,2:49 PM
602,AA-789-ORD-DEN,1:20 PM,2:49 PM
603,AA-789-ORD-DEN,1:19 PM,2:49 PM
604,AA-789-ORD-DEN,1:19 PM,2:49 PM
605,AA-789-ORD-DEN,1:19 PM,3:13 PM
606,AA-789-ORD-DEN,1:19 PM,3:13 PM
607,AA-789-ORD-DEN,1:19 PM,3:13 PM
608,AA-789-ORD-DEN,1:19 PM,3:13 PM
609,AA-789-ORD-DEN,1:19 PM,3:13 PM
610,AA-789-ORD-DEN,1:19 PM,3:13 PM
611,AA-789-ORD-DEN,1:20 PM,3:01 PM
612,AA-789-ORD-DEN,1:20 PM,3:01 PM
613,AA-789-ORD-DEN,1:20 PM,3:01 PM
614,AA-789-ORD-DEN,1:20 PM,3:01 PM
615,AA-789-ORD-DEN,1:20 PM,3:01 PM
616,AA-789-ORD-DEN,1:20 PM,3:01 PM
617,AA-789-ORD-DEN,1:06 PM,3:13 PM
618,AA-789-ORD-DEN,1:06 PM,3:13 PM
619,AA-789-ORD-DEN,1:20 PM,2:49 PM
620,AA-789-ORD-DEN,,
621,AA-789-ORD-DEN,,
622,AA-789-ORD-DEN,1:19 PM,3:13 PM
623,AA-789-ORD-DEN,1:19 PM,3:13 PM
624,AA-789-ORD-DEN,1:19 PM,2:49 PM
625,UA-62-IAH-EWR,2:48 PM,7:10 PM
626,UA-62-IAH-EWR,,
627,UA-62-IAH-EWR,,
628,UA-62-IAH-EWR,,
629,UA-62-IAH-EWR,,
630,UA-62-IAH-EWR,2:48 PM,7:10 PM
631,UA-62-IAH-EWR,2:48 PM,7:10 PM
632,UA-62-IAH-EWR,2:48 PM,7:10 PM
633,UA-62-IAH-EWR,2:48 PM,7:10 PM
634,UA-62-IAH-EWR,2:48 PM,7:10 PM
635,UA-62-IAH-EWR,2:59 PM,7:10 PM
636,UA-62-IAH-EWR,2:59 PM,7:10 PM
637,UA-62-IAH-EWR,2:59 PM,7:10 PM
638,UA-62-IAH-EWR,2:59 PM,7:10 PM
639,UA-62-IAH-EWR,2:59 PM,7:10 PM
640,UA-62-IAH-EWR,2:59 PM,6:59 PM
641,UA-62-IAH-EWR,,Dec 01 - Contact Airline
642,UA-62-IAH-EWR,2:48 PM,7:10 PM
643,UA-62-IAH-EWR,,
644,UA-62-IAH-EWR,2:48 PM,7:10 PM
645,CO-4888-IAH-DAL,5:30 PM,6:40 PM
646,CO-4888-IAH-DAL,,
647,CO-4888-IAH-DAL,,
648,CO-4888-IAH-DAL,5:38 PM,6:19 PM
649,CO-4888-IAH-DAL,5:38 PM,6:19 PM
650,CO-4888-IAH-DAL,5:38 PM,6:19 PM
651,CO-4888-IAH-DAL,5:38 PM,6:19 PM
652,CO-4888-IAH-DAL,6:11 PM,6:56 PM
653,CO-4888-IAH-DAL,6:11 PM,6:56 PM
654,CO-4888-IAH-DAL,,
655,CO-4888-IAH-DAL,,
656,CO-4888-IAH-DAL,,
657,CO-4888-IAH-DAL,,
658,CO-4888-IAH-DAL,,
659,CO-4888-IAH-DAL,,
660,CO-4888-IAH-DAL,5:30 PM,6:40 PM
661,CO-4888-IAH-DAL,5:30 PM,6:40 PM
662,CO-4888-IAH-DAL,,
663,CO-4888-IAH-DAL,,
664,CO-4888-IAH-DAL,,
665,CO-4888-IAH-DAL,,
666,CO-4888-IAH-DAL,,
667,CO-4888-IAH-DAL,,
668,CO-4888-IAH-DAL,,
669,CO-4888-IAH-DAL,,
670,CO-4888-IAH-DAL,,
671,CO-4888-IAH-DAL,,
672,CO-4888-IAH-DAL,,
673,CO-4888-IAH-DAL,,
674,CO-4888-IAH-DAL,,
675,CO-4888-IAH-DAL,,
676,CO-4888-IAH-DAL,,
677,UA-248-PHX-ORD,12:57 PM,4:59 PM
678,UA-248-PHX-ORD,12:57 PM,5:34 PM
679,UA-248-PHX-ORD,1:42 PM,5:24 PM
680,UA-248-PHX-ORD,,
681,UA-248-PHX-ORD,1:09 PM,4:52 PM
682,UA-248-PHX-ORD,1:43 PM,5:24 PM
683,UA-248-PHX-ORD,1:09 PM,4:52 PM
684,UA-248-PHX-ORD,1:43 PM,5:24 PM
685,UA-248-PHX-ORD,1:09 PM,4:52 PM
686,UA-248-PHX-ORD,1:43 PM,5:24 PM
687,UA-248-PHX-ORD,1:09 PM,4:52 PM
688,UA-248-PHX-ORD,1:43 PM,5:24 PM
689,UA-248-PHX-ORD,,
690,UA-248-PHX-ORD,1:32 PM,5:34 PM
691,UA-248-PHX-ORD,,
692,UA-248-PHX-ORD,1:32 PM,5:34 PM
693,UA-248-PHX-ORD,,
694,UA-248-PHX-ORD,1:32 PM,5:34 PM
695,UA-248-PHX-ORD,1:32 PM,5:34 PM
696,UA-248-PHX-ORD,1:32 PM,5:34 PM
697,UA-248-PHX-ORD,,
698,UA-248-PHX-ORD,1:43 PM,5:34 PM
699,UA-248-PHX-ORD,,
700,UA-248-PHX-ORD,1:43 PM,5:34 PM
701,UA-248-PHX-ORD,,
702,UA-248-PHX-ORD,1:43 PM,5:34 PM
703,UA-248-PHX-ORD,,
704,UA-248-PHX-ORD,1:43 PM,5:34 PM
705,UA-248-PHX-ORD,,
706,UA-248-PHX-ORD,1:43 PM,5:34 PM
707,UA-248-PHX-ORD,1:43 PM,5:26 PM
708,UA-248-PHX-ORD,,
709,UA-248-PHX-ORD,,
710,UA-248-PHX-ORD,1:32 PM,5:34 PM
711,UA-248-PHX-ORD,,
712,UA-248-PHX-ORD,,
713,AA-2050-ORD-MIA,11:05 AM,2:46 PM
714,AA-2050-ORD-MIA,11:06 AM,2:39 PM
715,AA-2050-ORD-MIA,11:06 AM,2:39 PM
716,AA-2050-ORD-MIA,11:06 AM,2:39 PM
717,AA-2050-ORD-MIA,11:06 AM,2:39 PM
718,AA-2050-ORD-MIA,11:06 AM,2:39 PM
719,AA-2050-ORD-MIA,11:05 AM,2:39 PM
720,AA-2050-ORD-MIA,11:05 AM,2:39 PM
721,AA-2050-ORD-MIA,11:05 AM,2:46 PM
722,AA-2050-ORD-MIA,11:05 AM,2:46 PM
723,AA-2050-ORD-MIA,11:05 AM,2:46 PM
724,AA-2050-ORD-MIA,11:05 AM,2:46 PM
725,AA-2050-ORD-MIA,11:05 AM,2:46 PM
726,AA-2050-ORD-MIA,11:05 AM,2:46 PM
727,AA-2050-ORD-MIA,11:06 AM,2:46 PM
728,AA-2050-ORD-MIA,11:06 AM,2:46 PM
729,AA-2050-ORD-MIA,11:06 AM,2:46 PM
730,AA-2050-ORD-MIA,11:06 AM,2:46 PM
731,AA-2050-ORD-MIA,11:06 AM,2:46 PM
732,AA-2050-ORD-MIA,11:06 AM,2:03 PM
733,AA-2050-ORD-MIA,10:46 AM,2:46 PM
734,AA-2050-ORD-MIA,10:46 AM,2:46 PM
735,AA-2050-ORD-MIA,11:06 AM,2:36 PM
736,AA-2050-ORD-MIA,,
737,AA-2050-ORD-MIA,,2:46 PM
738,AA-2050-ORD-MIA,11:05 AM,2:46 PM
739,AA-2050-ORD-MIA,11:06 AM,2:36 PM
740,AA-2050-ORD-MIA,11:06 AM,2:36 PM
741,CO-62-IAH-EWR,2:48 PM,7:10 PM
742,CO-62-IAH-EWR,,
743,CO-62-IAH-EWR,,
744,CO-62-IAH-EWR,,
745,CO-62-IAH-EWR,,
746,CO-62-IAH-EWR,2:48 PM,7:10 PM
747,CO-62-IAH-EWR,2:48 PM,7:10 PM
748,CO-62-IAH-EWR,2:48 PM,7:10 PM
749,CO-62-IAH-EWR,2:48 PM,7:10 PM
750,CO-62-IAH-EWR,2:48 PM,7:10 PM
751,CO-62-IAH-EWR,2:59 PM,7:10 PM
752,CO-62-IAH-EWR,2:59 PM,7:10 PM
753,CO-62-IAH-EWR,2:59 PM,7:10 PM
754,CO-62-IAH-EWR,2:59 PM,7:10 PM
755,CO-62-IAH-EWR,2:59 PM,7:10 PM
756,CO-62-IAH-EWR,2:59 PM,6:59 PM
757,CO-62-IAH-EWR,2:48 PM,7:10 PM
758,CO-62-IAH-EWR,2:48 PM,7:10 PM
759,CO-62-IAH-EWR,,
760,CO-62-IAH-EWR,2:48 PM,7:10 PM
761,CO-62-IAH-EWR,,
762,AA-59-JFK-SFO,7:39 AM,11:12 AM
763,AA-59-JFK-SFO,7:40 AM,10:52 AM
764,AA-59-JFK-SFO,7:40 AM,10:52 AM
765,AA-59-JFK-SFO,7:40 AM,10:52 AM
766,AA-59-JFK-SFO,7:40 AM,10:52 AM
767,AA-59-JFK-SFO,7:40 AM,10:52 AM
768,AA-59-JFK-SFO,7:39 AM,10:52 AM
769,AA-59-JFK-SFO,7:39 AM,10:52 AM
770,AA-59-JFK-SFO,7:39 AM,11:12 AM
771,AA-59-JFK-SFO,7:39 AM,11:12 AM
772,AA-59-JFK-SFO,7:39 AM,11:12 AM
773,AA-59-JFK-SFO,7:39 AM,11:12 AM
774,AA-59-JFK-SFO,7:39 AM,11:12 AM
775,AA-59-JFK-SFO,7:39 AM,11:12 AM
776,AA-59-JFK-SFO,7:40 AM,11:12 AM
777,AA-59-JFK-SFO,7:40 AM,11:12 AM
778,AA-59-JFK-SFO,7:40 AM,11:12 AM
779,AA-59-JFK-SFO,7:40 AM,11:12 AM
780,AA-59-JFK-SFO,7:40 AM,11:12 AM
781,AA-59-JFK-SFO,7:40 AM,11:00 AM
782,AA-59-JFK-SFO,7:14 AM,11:12 AM
783,AA-59-JFK-SFO,7:14 AM,11:12 AM
784,AA-59-JFK-SFO,7:40 AM,10:49 AM
785,AA-59-JFK-SFO,,
786,AA-59-JFK-SFO,7:39 AM,11:12 AM
787,AA-59-JFK-SFO,7:40 AM,10:49 AM
788,AA-59-JFK-SFO,7:14 AM,11:12 AM
789,AA-59-JFK-SFO,7:39 AM,10:52 AM
790,AA-59-JFK-SFO,7:40 AM,11:00 AM
791,CO-50-CLE-EWR,3:31 PM,5:26 PM
792,CO-50-CLE-EWR,,
793,CO-50-CLE-EWR,,
794,CO-50-CLE-EWR,,
795,CO-50-CLE-EWR,,
796,CO-50-CLE-EWR,3:31 PM,5:26 PM
797,CO-50-CLE-EWR,3:31 PM,5:26 PM
798,CO-50-CLE-EWR,3:31 PM,5:26 PM
799,CO-50-CLE-EWR,3:31 PM,5:26 PM
800,CO-50-CLE-EWR,3:31 PM,5:26 PM
801,CO-50-CLE-EWR,4:02 PM,5:26 PM
802,CO-50-CLE-EWR,4:02 PM,5:26 PM
803,CO-50-CLE-EWR,4:02 PM,5:26 PM
804,CO-50-CLE-EWR,4:02 PM,5:26 PM
805,CO-50-CLE-EWR,4:02 PM,5:26 PM
806,CO-50-CLE-EWR,4:02 PM,5:09 PM
807,CO-50-CLE-EWR,3:31 PM,5:26 PM
808,CO-50-CLE-EWR,3:31 PM,5:26 PM
809,CO-50-CLE-EWR,,
810,CO-50-CLE-EWR,3:31 PM,5:26 PM
811,CO-50-CLE-EWR,4:02 PM,5:09 PM
812,AA-3823-LAX-DEN,,
813,AA-3823-LAX-DEN,9:16 PM,12:01 AM
814,AA-3823-LAX-DEN,,
815,AA-3823-LAX-DEN,9:06 PM,11:49 PM
816,AA-3823-LAX-DEN,9:06 PM,11:49 PM
817,AA-3823-LAX-DEN,9:06 PM,11:49 PM
818,AA-3823-LAX-DEN,9:06 PM,11:49 PM
819,AA-3823-LAX-DEN,9:16 PM,12:01 AM
820,AA-3823-LAX-DEN,9:16 PM,12:01 AM
821,AA-3823-LAX-DEN,,
822,AA-3823-LAX-DEN,,
823,AA-3823-LAX-DEN,,
824,AA-3823-LAX-DEN,9:06 PM,11:49 PM
825,AA-3823-LAX-DEN,9:06 PM,11:49 PM
826,AA-3823-LAX-DEN,9:06 PM,11:49 PM
827,AA-3823-LAX-DEN,,
828,AA-3823-LAX-DEN,,
829,AA-3823-LAX-DEN,,
830,AA-3823-LAX-DEN,,
831,AA-3823-LAX-DEN,,
832,AA-3823-LAX-DEN,,
833,AA-3823-LAX-DEN,,Dec 02 - Not Available
834,AA-3823-LAX-DEN,,
835,AA-3823-LAX-DEN,,
836,AA-3823-LAX-DEN,,
837,AA-3823-LAX-DEN,9:06 PM,11:49 PM
838,AA-3823-LAX-DEN,,
839,AA-2957-DFW-CVG,8:04 AM,11:01 AM
840,AA-2957-DFW-CVG,8:05 AM,10:58 AM
841,AA-2957-DFW-CVG,8:04 AM,10:58 AM
842,AA-2957-DFW-CVG,8:04 AM,10:58 AM
843,AA-2957-DFW-CVG,8:04 AM,10:58 AM
844,AA-2957-DFW-CVG,8:04 AM,10:58 AM
845,AA-2957-DFW-CVG,8:05 AM,10:58 AM
846,AA-2957-DFW-CVG,8:05 AM,10:58 AM
847,AA-2957-DFW-CVG,8:04 AM,11:01 AM
848,AA-2957-DFW-CVG,8:04 AM,11:01 AM
849,AA-2957-DFW-CVG,8:04 AM,11:01 AM
850,AA-2957-DFW-CVG,8:04 AM,11:01 AM
851,AA-2957-DFW-CVG,8:04 AM,11:01 AM
852,AA-2957-DFW-CVG,8:04 AM,11:01 AM
853,AA-2957-DFW-CVG,8:05 AM,11:00 AM
854,AA-2957-DFW-CVG,8:05 AM,11:00 AM
855,AA-2957-DFW-CVG,8:05 AM,11:00 AM
856,AA-2957-DFW-CVG,8:05 AM,11:00 AM
857,AA-2957-DFW-CVG,8:05 AM,11:00 AM
858,AA-2957-DFW-CVG,8:05 AM,11:00 AM
859,AA-2957-DFW-CVG,7:51 AM,Dec 01 - 11:01am
860,AA-2957-DFW-CVG,7:51 AM,11:01 AM
861,AA-2957-DFW-CVG,,
862,AA-2957-DFW-CVG,,
863,AA-2957-DFW-CVG,,
864,AA-3804-PHL-ORD,2:44 PM,3:43 PM
865,AA-3804-PHL-ORD,2:44 PM,3:36 PM
866,AA-3804-PHL-ORD,2:44 PM,3:36 PM
867,AA-3804-PHL-ORD,2:44 PM,3:36 PM
868,AA-3804-PHL-ORD,2:44 PM,3:36 PM
869,AA-3804-PHL-ORD,2:44 PM,3:36 PM
870,AA-3804-PHL-ORD,2:44 PM,3:36 PM
871,AA-3804-PHL-ORD,2:44 PM,3:36 PM
872,AA-3804-PHL-ORD,2:44 PM,3:43 PM
873,AA-3804-PHL-ORD,2:44 PM,3:43 PM
874,AA-3804-PHL-ORD,2:44 PM,3:43 PM
875,AA-3804-PHL-ORD,2:44 PM,3:43 PM
876,AA-3804-PHL-ORD,2:44 PM,3:43 PM
877,AA-3804-PHL-ORD,2:44 PM,3:43 PM
878,AA-3804-PHL-ORD,2:44 PM,3:36 PM
879,AA-3804-PHL-ORD,2:44 PM,3:36 PM
880,AA-3804-PHL-ORD,2:44 PM,3:36 PM
881,AA-3804-PHL-ORD,2:44 PM,3:36 PM
882,AA-3804-PHL-ORD,2:44 PM,3:36 PM
883,AA-3804-PHL-ORD,2:44 PM,3:36 PM
884,AA-3804-PHL-ORD,2:32 PM,3:43 PM
885,AA-3804-PHL-ORD,2:32 PM,3:43 PM
886,AA-3804-PHL-ORD,,
887,AA-3804-PHL-ORD,,
888,AA-3804-PHL-ORD,,
889,AA-3804-PHL-ORD,2:44 PM,3:43 PM
890,AA-3804-PHL-ORD,2:44 PM,3:43 PM
891,UA-664-ORD-PHL,1:31 PM,4:23 PM
892,UA-664-ORD-PHL,1:46 PM,4:20 PM
893,UA-664-ORD-PHL,1:48 PM,4:20 PM
894,UA-664-ORD-PHL,1:48 PM,4:20 PM
895,UA-664-ORD-PHL,1:48 PM,4:20 PM
896,UA-664-ORD-PHL,1:48 PM,4:20 PM
897,UA-664-ORD-PHL,1:48 PM,4:20 PM
898,UA-664-ORD-PHL,1:48 PM,4:20 PM
899,UA-664-ORD-PHL,1:31 PM,4:23 PM
900,UA-664-ORD-PHL,1:31 PM,4:23 PM
901,UA-664-ORD-PHL,1:31 PM,4:23 PM
902,UA-664-ORD-PHL,1:31 PM,4:23 PM
903,UA-664-ORD-PHL,1:31 PM,4:23 PM
904,UA-664-ORD-PHL,1:31 PM,4:23 PM
905,UA-664-ORD-PHL,1:48 PM,4:23 PM
906,UA-664-ORD-PHL,1:48 PM,4:23 PM
907,UA-664-ORD-PHL,1:48 PM,4:23 PM
908,UA-664-ORD-PHL,1:48 PM,4:23 PM
909,UA-664-ORD-PHL,1:48 PM,4:23 PM
910,UA-664-ORD-PHL,1:48 PM,4:18 PM
911,UA-664-ORD-PHL,1:47 PM,4:23 PM
912,UA-664-ORD-PHL,1:31 PM,4:23 PM
913,UA-664-ORD-PHL,,
914,UA-664-ORD-PHL,,
915,UA-664-ORD-PHL,,
916,UA-664-ORD-PHL,1:31 PM,4:23 PM
917,UA-664-ORD-PHL,,
918,UA-664-ORD-PHL,1:48 PM,4:20 PM
919,UA-664-ORD-PHL,1:48 PM,4:18 PM
920,UA-6273-YYC-SFO,7:27 AM,8:45 AM
921,UA-6273-YYC-SFO,7:41 AM,8:33 AM
922,UA-6273-YYC-SFO,7:41 AM,8:33 AM
923,UA-6273-YYC-SFO,7:41 AM,8:33 AM
924,UA-6273-YYC-SFO,7:41 AM,8:33 AM
925,UA-6273-YYC-SFO,7:41 AM,8:33 AM
926,UA-6273-YYC-SFO,7:27 AM,8:45 AM
927,UA-6273-YYC-SFO,7:27 AM,8:45 AM
928,UA-6273-YYC-SFO,7:27 AM,8:45 AM
929,UA-6273-YYC-SFO,7:41 AM,8:45 AM
930,UA-6273-YYC-SFO,7:41 AM,8:45 AM
931,UA-6273-YYC-SFO,7:41 AM,8:45 AM
932,UA-6273-YYC-SFO,7:41 AM,8:45 AM
933,UA-6273-YYC-SFO,7:41 AM,8:45 AM
934,UA-6273-YYC-SFO,7:41 AM,8:41 AM
935,UA-6273-YYC-SFO,7:41 AM,8:45 AM
936,UA-6273-YYC-SFO,7:27 AM,8:45 AM
937,UA-6273-YYC-SFO,,
938,UA-6273-YYC-SFO,7:41 AM,8:41 AM
939,UA-6273-YYC-SFO,7:41 AM,8:45 AM
940,UA-6273-YYC-SFO,,
941,AA-4198-ORD-CLE,10:54 AM,12:50 PM
942,AA-4198-ORD-CLE,10:55 AM,12:37 PM
943,AA-4198-ORD-CLE,10:55 AM,12:37 PM
944,AA-4198-ORD-CLE,10:55 AM,12:37 PM
945,AA-4198-ORD-CLE,10:55 AM,12:37 PM
946,AA-4198-ORD-CLE,10:55 AM,12:37 PM
947,AA-4198-ORD-CLE,10:55 AM,12:37 PM
948,AA-4198-ORD-CLE,10:55 AM,12:37 PM
949,AA-4198-ORD-CLE,10:54 AM,12:50 PM
950,AA-4198-ORD-CLE,10:54 AM,12:50 PM
951,AA-4198-ORD-CLE,10:54 AM,12:50 PM
952,AA-4198-ORD-CLE,10:54 AM,12:50 PM
953,AA-4198-ORD-CLE,10:54 AM,12:50 PM
954,AA-4198-ORD-CLE,10:54 AM,12:50 PM
955,AA-4198-ORD-CLE,10:55 AM,12:48 PM
956,AA-4198-ORD-CLE,10:55 AM,12:48 PM
957,AA-4198-ORD-CLE,10:55 AM,12:48 PM
958,AA-4198-ORD-CLE,10:55 AM,12:48 PM
959,AA-4198-ORD-CLE,10:55 AM,12:48 PM
960,AA-4198-ORD-CLE,10:55 AM,12:48 PM
961,AA-4198-ORD-CLE,10:35 AM,12:50 PM
962,AA-4198-ORD-CLE,10:35 AM,12:50 PM
963,AA-4198-ORD-CLE,,
964,AA-4198-ORD-CLE,,
965,AA-4198-ORD-CLE,10:55 AM,12:48 PM
966,UA-397-JFK-SFO,8:29 AM,11:58 AM
967,UA-397-JFK-SFO,8:47 AM,11:30 AM
968,UA-397-JFK-SFO,8:48 AM,11:30 AM
969,UA-397-JFK-SFO,8:48 AM,11:30 AM
970,UA-397-JFK-SFO,8:48 AM,11:30 AM
971,UA-397-JFK-SFO,8:48 AM,11:30 AM
972,UA-397-JFK-SFO,8:29 AM,11:58 AM
973,UA-397-JFK-SFO,8:29 AM,11:58 AM
974,UA-397-JFK-SFO,8:29 AM,11:58 AM
975,UA-397-JFK-SFO,8:29 AM,11:58 AM
976,UA-397-JFK-SFO,8:29 AM,11:58 AM
977,UA-397-JFK-SFO,8:29 AM,11:58 AM
978,UA-397-JFK-SFO,8:49 AM,11:58 AM
979,UA-397-JFK-SFO,8:49 AM,11:58 AM
980,UA-397-JFK-SFO,8:49 AM,11:58 AM
981,UA-397-JFK-SFO,8:49 AM,11:58 AM
982,UA-397-JFK-SFO,8:49 AM,11:58 AM
983,UA-397-JFK-SFO,8:49 AM,11:35 AM
984,UA-397-JFK-SFO,8:48 AM,11:58 AM
985,UA-397-JFK-SFO,8:48 AM,11:58 AM
986,UA-397-JFK-SFO,8:49 AM,11:34 AM
987,UA-397-JFK-SFO,,
988,AA-2268-PHX-ORD,7:22 AM,11:06 AM
989,AA-2268-PHX-ORD,7:23 AM,11:04 AM
990,AA-2268-PHX-ORD,7:22 AM,11:04 AM
991,AA-2268-PHX-ORD,7:22 AM,11:04 AM
992,AA-2268-PHX-ORD,7:22 AM,11:04 AM
993,AA-2268-PHX-ORD,7:22 AM,11:04 AM
994,AA-2268-PHX-ORD,7:23 AM,11:04 AM
995,AA-2268-PHX-ORD,7:23 AM,11:04 AM
996,AA-2268-PHX-ORD,7:22 AM,11:06 AM
997,AA-2268-PHX-ORD,7:22 AM,11:06 AM
998,AA-2268-PHX-ORD,7:22 AM,11:06 AM
999,AA-2268-PHX-ORD,7:22 AM,11:06 AM
1000,AA-2268-PHX-ORD,7:22 AM,11:06 AM
1001,AA-2268-PHX-ORD,7:22 AM,11:06 AM
1002,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1003,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1004,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1005,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1006,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1007,AA-2268-PHX-ORD,7:23 AM,11:07 AM
1008,AA-2268-PHX-ORD,7:10 AM,11:06 AM
